,EX,Y_star,P_star,RR_star
1996-01-01,0.0009924350680936556,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616
1996-04-01,-0.0041906756944349866,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533
1996-07-01,-0.007371860933426788,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304
1996-10-01,-0.02664835956347744,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257
1997-01-01,-0.023109902154805795,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854
1997-04-01,-0.0011103402263259454,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151
1997-07-01,-0.013609675976544722,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635
1997-10-01,-0.001579000799909025,-0.001305072715110459,-0.012460348809301547,0.0035991820465477416
1998-01-01,0.004075007176131962,0.00021958909222370295,-0.0146927273542483,0.001304477735964202
1998-04-01,0.011781066251792538,-0.00011027432452848836,-0.013291203178822512,-0.0004967219653023166
1998-07-01,0.023422130307812594,0.0003388401624116374,-0.01628792849491179,-0.0013022974203844128
1998-10-01,-0.016923184562868343,-0.0007140638639131567,-0.01884366880815653,-0.007293543616070736
1999-01-01,-0.02346195948923402,0.0022785251177617726,-0.01806249556355324,-0.015331647303558354
1999-04-01,-0.02478903829253909,0.0016859285764820192,-0.015311389299189364,-0.018797953661139986
1999-07-01,-0.011293106517815232,0.007322101555856152,-0.013259456628668195,-0.02069216258162104
1999-10-01,-0.0031223896413639096,0.012621383476988856,-0.009694126366260424,-0.014915617577987924
2000-01-01,0.017879112369156402,0.017362923115856,-0.005923910467272428,-0.011465893875981426
2000-04-01,-0.004947805511077874,0.02102479555036416,-0.005765343392403197,-0.00987851247978007
2000-07-01,0.013919621022399298,0.01990649535049086,-0.002622620610985512,-0.0017484841265466109
2000-10-01,0.03836745089078697,0.01879133356400047,-0.0012827435228973327,0.006323821262662393
2001-01-01,0.004605812829947098,0.019920119077275946,-0.0031429707718144797,0.002049265793286942
2001-04-01,-0.000901578429887806,0.016676563395576976,0.003919373979172419,0.00125497223279124
2001-07-01,-0.02281252588662319,0.01287388458159575,0.0010923314357732937,0.00023195643519899892
2001-10-01,-0.0027101331979153542,0.009113156581961693,-0.003048308796834168,-0.01353732068729475
2002-01-01,-0.011862317182329107,0.006603550352031811,-0.001085610816473383,-0.014345716970457256
