E_1,Y_1_star,P_1_star,RR_1_star,E_2,Y_2_star,P_2_star,RR_2_star,E_3,Y_3_star,P_3_star,RR_3_star,E_4,Y_4_star,P_4_star,RR_4_star,cons
-0.014216796681964183,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,-0.0022408244906912955,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,-0.004592235503963593,-0.010654543163769988,-0.00880381364063834,-0.003597080533712072,0.012284774214113447,-0.012102107348759926,-0.008862627438578297,-0.004857365880868001,1.0
-0.04941414581636572,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.014216796681964183,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,-0.0022408244906912955,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,-0.004592235503963593,-0.010654543163769988,-0.00880381364063834,-0.003597080533712072,1.0
-0.06071146709865527,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,-0.04941414581636572,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.014216796681964183,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,-0.0022408244906912955,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,1.0
-0.07972105385100825,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,-0.06071146709865527,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,-0.04941414581636572,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.014216796681964183,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,1.0
-0.049897247308973824,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,-0.07972105385100825,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,-0.06071146709865527,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,-0.04941414581636572,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,1.0
-0.04863791324903932,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,-0.049897247308973824,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,-0.07972105385100825,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,-0.06071146709865527,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,1.0
-0.03818109274196679,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.04863791324903932,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,-0.049897247308973824,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,-0.07972105385100825,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,1.0
-0.017838739790571267,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,-0.03818109274196679,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.04863791324903932,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,-0.049897247308973824,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,1.0
0.006333768005283957,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.017838739790571267,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,-0.03818109274196679,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.04863791324903932,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,1.0
-0.003185242161719337,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,0.006333768005283957,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.017838739790571267,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,-0.03818109274196679,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,1.0
