Y_1,Y_1_star,P_1_star,RR_1_star,Y_2,Y_2_star,P_2_star,RR_2_star,Y_3,Y_3_star,P_3_star,RR_3_star,Y_4,Y_4_star,P_4_star,RR_4_star,cons
-0.016728534772163073,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,-0.005132997188365351,-0.007603726571063445,-0.039779043108857735,0.0027606225146067694,-0.03007805470174496,-0.007258782319866379,-0.0378287277002702,0.0035646368996300622,-0.038038648829980204,-0.009450677417999051,-0.022199976136962483,0.0025411792330454074,1.0
0.0022350611258747932,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,-0.016728534772163073,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,-0.005132997188365351,-0.007603726571063445,-0.039779043108857735,0.0027606225146067694,-0.03007805470174496,-0.007258782319866379,-0.0378287277002702,0.0035646368996300622,1.0
0.013688728766430458,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,0.0022350611258747932,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,-0.016728534772163073,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,-0.005132997188365351,-0.007603726571063445,-0.039779043108857735,0.0027606225146067694,1.0
0.012037649873876788,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,0.013688728766430458,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,0.0022350611258747932,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,-0.016728534772163073,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,1.0
-0.039754595048634656,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,0.012037649873876788,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,0.013688728766430458,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,0.0022350611258747932,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,1.0
0.019446435926491645,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,-0.039754595048634656,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,0.012037649873876788,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,0.013688728766430458,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,1.0
0.0226190922274494,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,0.019446435926491645,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,-0.039754595048634656,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,0.012037649873876788,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,1.0
0.009540022214405752,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,0.0226190922274494,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,0.019446435926491645,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,-0.039754595048634656,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,1.0
0.01563339737242231,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,0.009540022214405752,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,0.0226190922274494,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,0.019446435926491645,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,1.0
0.0324522624125585,0.005682405849472822,-0.029309936056348514,0.00445865033663271,0.01563339737242231,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,0.009540022214405752,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,0.0226190922274494,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,1.0
0.019199634177729408,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,0.0324522624125585,0.005682405849472822,-0.029309936056348514,0.00445865033663271,0.01563339737242231,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,0.009540022214405752,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,1.0
0.017004888317092792,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,0.019199634177729408,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,0.0324522624125585,0.005682405849472822,-0.029309936056348514,0.00445865033663271,0.01563339737242231,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,1.0
0.008511512389787868,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,0.017004888317092792,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,0.019199634177729408,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,0.0324522624125585,0.005682405849472822,-0.029309936056348514,0.00445865033663271,1.0
0.003766457591794392,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,0.008511512389787868,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,0.017004888317092792,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,0.019199634177729408,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,1.0
0.016090146807083983,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,0.003766457591794392,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,0.008511512389787868,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,0.017004888317092792,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,1.0
0.027351299006861396,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,0.016090146807083983,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,0.003766457591794392,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,0.008511512389787868,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,1.0
0.03607797786798095,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,0.027351299006861396,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,0.016090146807083983,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,0.003766457591794392,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,1.0
0.022048480587818275,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,0.03607797786798095,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,0.027351299006861396,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,0.016090146807083983,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,1.0
0.023418964903427764,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,0.022048480587818275,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,0.03607797786798095,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,0.027351299006861396,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,1.0
0.016695319682387577,0.016878453827220825,-0.013196855291217419,0.000747888625387422,0.023418964903427764,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,0.022048480587818275,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,0.03607797786798095,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,1.0
0.03502319825712874,0.01382019679816616,-0.011186778004705248,0.007544278417451222,0.016695319682387577,0.016878453827220825,-0.013196855291217419,0.000747888625387422,0.023418964903427764,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,0.022048480587818275,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,1.0
0.010897971137225682,0.018860925055171018,-0.01075380060615835,0.003005442837211068,0.03502319825712874,0.01382019679816616,-0.011186778004705248,0.007544278417451222,0.016695319682387577,0.016878453827220825,-0.013196855291217419,0.000747888625387422,0.023418964903427764,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,1.0
-0.004169806440023294,0.01514365157053363,-0.000906790112789032,0.006276507368057444,0.010897971137225682,0.018860925055171018,-0.01075380060615835,0.003005442837211068,0.03502319825712874,0.01382019679816616,-0.011186778004705248,0.007544278417451222,0.016695319682387577,0.016878453827220825,-0.013196855291217419,0.000747888625387422,1.0
-0.006870769066189553,0.01095010754811379,-0.002561618918126352,0.0037661316851519125,-0.004169806440023294,0.01514365157053363,-0.000906790112789032,0.006276507368057444,0.010897971137225682,0.018860925055171018,-0.01075380060615835,0.003005442837211068,0.03502319825712874,0.01382019679816616,-0.011186778004705248,0.007544278417451222,1.0
-0.014388358055345662,0.007854415926903417,-0.004133289802910576,-0.006010019813810329,-0.006870769066189553,0.01095010754811379,-0.002561618918126352,0.0037661316851519125,-0.004169806440023294,0.01514365157053363,-0.000906790112789032,0.006276507368057444,0.010897971137225682,0.018860925055171018,-0.01075380060615835,0.003005442837211068,1.0
-0.02271360369805997,0.0035874423419653073,-0.0004938556014297664,-0.0072338855498619865,-0.014388358055345662,0.007854415926903417,-0.004133289802910576,-0.006010019813810329,-0.006870769066189553,0.01095010754811379,-0.002561618918126352,0.0037661316851519125,-0.004169806440023294,0.01514365157053363,-0.000906790112789032,0.006276507368057444,1.0
-0.024113163092902568,0.004826051775194508,-0.006939708048816976,-0.0010410686581816425,-0.02271360369805997,0.0035874423419653073,-0.0004938556014297664,-0.0072338855498619865,-0.014388358055345662,0.007854415926903417,-0.004133289802910576,-0.006010019813810329,-0.006870769066189553,0.01095010754811379,-0.002561618918126352,0.0037661316851519125,1.0
