EX_1,Y_1_star,P_1_star,RR_1_star,EX_2,Y_2_star,P_2_star,RR_2_star,EX_3,Y_3_star,P_3_star,RR_3_star,EX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.014060856451976633,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,-0.0060016769243613766,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,-0.006286018856908271,-0.010654543163769988,-0.00880381364063834,-0.003597080533712072,0.025398342253103223,-0.012102107348759926,-0.008862627438578297,-0.004857365880868001,1.0
0.004593971895516802,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.014060856451976633,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,-0.0060016769243613766,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,-0.006286018856908271,-0.010654543163769988,-0.00880381364063834,-0.003597080533712072,1.0
0.0013728122423568578,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,0.004593971895516802,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.014060856451976633,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,-0.0060016769243613766,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,1.0
0.006510650261944306,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,0.0013728122423568578,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,0.004593971895516802,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.014060856451976633,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,1.0
0.0010140817177735073,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,0.006510650261944306,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,0.0013728122423568578,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,0.004593971895516802,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,1.0
-0.016233986843511516,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,0.0010140817177735073,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,0.006510650261944306,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,0.0013728122423568578,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,1.0
-0.012454210043699732,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.016233986843511516,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,0.0010140817177735073,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,0.006510650261944306,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,1.0
-0.019719336275441535,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,-0.012454210043699732,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.016233986843511516,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,0.0010140817177735073,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,1.0
-0.01873185596424598,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.019719336275441535,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,-0.012454210043699732,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.016233986843511516,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,1.0
-0.013684225889736723,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,-0.01873185596424598,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.019719336275441535,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,-0.012454210043699732,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,1.0
-0.003654261013068094,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,-0.013684225889736723,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,-0.01873185596424598,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.019719336275441535,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,1.0
-0.0111927089245345,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,-0.003654261013068094,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,-0.013684225889736723,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,-0.01873185596424598,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,1.0
0.008475522575773553,0.012139892326114777,-0.00998717930578383,-0.014004415528587354,-0.0111927089245345,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,-0.003654261013068094,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,-0.013684225889736723,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,1.0
0.02511440953542632,0.01694231101976702,-0.0057339204387241004,-0.010638427511115569,0.008475522575773553,0.012139892326114777,-0.00998717930578383,-0.014004415528587354,-0.0111927089245345,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,-0.003654261013068094,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,1.0
0.03896991609893519,0.02050008657027534,-0.005828790856096988,-0.00961902552724314,0.02511440953542632,0.01694231101976702,-0.0057339204387241004,-0.010638427511115569,0.008475522575773553,0.012139892326114777,-0.00998717930578383,-0.014004415528587354,-0.0111927089245345,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,1.0
0.0521570291818616,0.01942782820407932,-0.0025712378579454288,-0.0002723531026742623,0.03896991609893519,0.02050008657027534,-0.005828790856096988,-0.00961902552724314,0.02511440953542632,0.01694231101976702,-0.0057339204387241004,-0.010638427511115569,0.008475522575773553,0.012139892326114777,-0.00998717930578383,-0.014004415528587354,1.0
0.08980325531210909,0.018816681510072746,-0.0017986035616551527,0.007007817473288328,0.0521570291818616,0.01942782820407932,-0.0025712378579454288,-0.0002723531026742623,0.03896991609893519,0.02050008657027534,-0.005828790856096988,-0.00961902552724314,0.02511440953542632,0.01694231101976702,-0.0057339204387241004,-0.010638427511115569,1.0
0.03913616387418628,0.020420244732491988,-0.0032486399961268848,0.0016599491458282052,0.08980325531210909,0.018816681510072746,-0.0017986035616551527,0.007007817473288328,0.0521570291818616,0.01942782820407932,-0.0025712378579454288,-0.0002723531026742623,0.03896991609893519,0.02050008657027534,-0.005828790856096988,-0.00961902552724314,1.0
0.01716810861019269,0.016106006059665983,0.004032051989015946,0.005108344428246437,0.03913616387418628,0.020420244732491988,-0.0032486399961268848,0.0016599491458282052,0.08980325531210909,0.018816681510072746,-0.0017986035616551527,0.007007817473288328,0.0521570291818616,0.01942782820407932,-0.0025712378579454288,-0.0002723531026742623,1.0
0.006763711206518863,0.010790683302213234,0.0011873500037547667,0.00221991986903049,0.01716810861019269,0.016106006059665983,0.004032051989015946,0.005108344428246437,0.03913616387418628,0.020420244732491988,-0.0032486399961268848,0.0016599491458282052,0.08980325531210909,0.018816681510072746,-0.0017986035616551527,0.007007817473288328,1.0
-0.015786903948690423,0.006575323016574931,-0.0020532383396032285,-0.008406404834323995,0.006763711206518863,0.010790683302213234,0.0011873500037547667,0.00221991986903049,0.01716810861019269,0.016106006059665983,0.004032051989015946,0.005108344428246437,0.03913616387418628,0.020420244732491988,-0.0032486399961268848,0.0016599491458282052,1.0
-0.023865285824065552,0.0046994201961905215,0.0006838190722202758,-0.010974702660192397,-0.015786903948690423,0.006575323016574931,-0.0020532383396032285,-0.008406404834323995,0.006763711206518863,0.010790683302213234,0.0011873500037547667,0.00221991986903049,0.01716810861019269,0.016106006059665983,0.004032051989015946,0.005108344428246437,1.0
-0.028342016120966207,0.005506017717194066,-0.005414419196765364,-0.004738352115015731,-0.023865285824065552,0.0046994201961905215,0.0006838190722202758,-0.010974702660192397,-0.015786903948690423,0.006575323016574931,-0.0020532383396032285,-0.008406404834323995,0.006763711206518863,0.010790683302213234,0.0011873500037547667,0.00221991986903049,1.0
-0.030902120612303463,0.004854632641965496,-0.005484246714574052,-0.006173076242810138,-0.028342016120966207,0.005506017717194066,-0.005414419196765364,-0.004738352115015731,-0.023865285824065552,0.0046994201961905215,0.0006838190722202758,-0.010974702660192397,-0.015786903948690423,0.006575323016574931,-0.0020532383396032285,-0.008406404834323995,1.0
-0.03777132215349255,0.002386838836279583,-0.0026203391160432247,-0.007790202845775226,-0.030902120612303463,0.004854632641965496,-0.005484246714574052,-0.006173076242810138,-0.028342016120966207,0.005506017717194066,-0.005414419196765364,-0.004738352115015731,-0.023865285824065552,0.0046994201961905215,0.0006838190722202758,-0.010974702660192397,1.0
-0.036637758018990496,-0.004709350584319129,-0.00098707151654886,-0.007437619693764857,-0.03777132215349255,0.002386838836279583,-0.0026203391160432247,-0.007790202845775226,-0.030902120612303463,0.004854632641965496,-0.005484246714574052,-0.006173076242810138,-0.028342016120966207,0.005506017717194066,-0.005414419196765364,-0.004738352115015731,1.0
-0.05678526369861814,-0.007525445447037304,-0.004442028286800982,-0.017826589915264316,-0.036637758018990496,-0.004709350584319129,-0.00098707151654886,-0.007437619693764857,-0.03777132215349255,0.002386838836279583,-0.0026203391160432247,-0.007790202845775226,-0.030902120612303463,0.004854632641965496,-0.005484246714574052,-0.006173076242810138,1.0
-0.06347162871096579,-0.004911115439451667,-0.003804045722570295,-0.019229764608084527,-0.05678526369861814,-0.007525445447037304,-0.004442028286800982,-0.017826589915264316,-0.036637758018990496,-0.004709350584319129,-0.00098707151654886,-0.007437619693764857,-0.03777132215349255,0.002386838836279583,-0.0026203391160432247,-0.007790202845775226,1.0
-0.0544879541533998,-0.0016005249720417367,-0.004269796858834102,-0.019985455514823128,-0.06347162871096579,-0.004911115439451667,-0.003804045722570295,-0.019229764608084527,-0.05678526369861814,-0.007525445447037304,-0.004442028286800982,-0.017826589915264316,-0.036637758018990496,-0.004709350584319129,-0.00098707151654886,-0.007437619693764857,1.0
-0.05194768917308856,0.00044167802539709576,-0.006762420011365652,-0.018190362693270123,-0.0544879541533998,-0.0016005249720417367,-0.004269796858834102,-0.019985455514823128,-0.06347162871096579,-0.004911115439451667,-0.003804045722570295,-0.019229764608084527,-0.05678526369861814,-0.007525445447037304,-0.004442028286800982,-0.017826589915264316,1.0
-0.01788831545967362,0.0025725062686596197,-0.00042213184638699886,-0.016300437498356506,-0.05194768917308856,0.00044167802539709576,-0.006762420011365652,-0.018190362693270123,-0.0544879541533998,-0.0016005249720417367,-0.004269796858834102,-0.019985455514823128,-0.06347162871096579,-0.004911115439451667,-0.003804045722570295,-0.019229764608084527,1.0
-0.009328942790933326,0.0014600237851383937,0.00010090100648772312,-0.018742243807465028,-0.01788831545967362,0.0025725062686596197,-0.00042213184638699886,-0.016300437498356506,-0.05194768917308856,0.00044167802539709576,-0.006762420011365652,-0.018190362693270123,-0.0544879541533998,-0.0016005249720417367,-0.004269796858834102,-0.019985455514823128,1.0
