EX_1,Y_1_star,P_1_star,RR_1_star,EX_2,Y_2_star,P_2_star,RR_2_star,EX_3,Y_3_star,P_3_star,RR_3_star,EX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.010351183001011677,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.07859361529625986,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,0.00717461727679769,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,0.009395371584401957,-0.012779125896134218,-0.010066457643382673,0.002288801854654431,1.0
0.013403595288341563,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.010351183001011677,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.07859361529625986,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,0.00717461727679769,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,1.0
0.010034010627817835,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,0.013403595288341563,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.010351183001011677,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.07859361529625986,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,1.0
-0.020258580460195574,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,0.010034010627817835,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,0.013403595288341563,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.010351183001011677,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,1.0
0.06487079849404687,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.020258580460195574,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,0.010034010627817835,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,0.013403595288341563,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,1.0
0.03246079852650574,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,0.06487079849404687,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.020258580460195574,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,0.010034010627817835,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,1.0
0.027339035339220885,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,0.03246079852650574,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,0.06487079849404687,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.020258580460195574,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,1.0
-0.010996640571987015,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,0.027339035339220885,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,0.03246079852650574,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,0.06487079849404687,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,1.0
0.04651471140116037,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.010996640571987015,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,0.027339035339220885,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,0.03246079852650574,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,1.0
-0.10334366375769832,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,0.04651471140116037,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.010996640571987015,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,0.027339035339220885,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,1.0
0.05275462654161345,0.003647708666261583,-0.01214751604920773,0.002482500212010236,-0.10334366375769832,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,0.04651471140116037,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.010996640571987015,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,1.0
0.04065120559708113,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,0.05275462654161345,0.003647708666261583,-0.01214751604920773,0.002482500212010236,-0.10334366375769832,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,0.04651471140116037,0.003176635345482489,-0.009639178601860676,0.004710440250215022,1.0
-0.003073902372294768,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,0.04065120559708113,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,0.05275462654161345,0.003647708666261583,-0.01214751604920773,0.002482500212010236,-0.10334366375769832,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,1.0
-0.003790319533017339,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,-0.003073902372294768,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,0.04065120559708113,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,0.05275462654161345,0.003647708666261583,-0.01214751604920773,0.002482500212010236,1.0
0.005560055518373019,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.003790319533017339,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,-0.003073902372294768,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,0.04065120559708113,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,1.0
-0.04655098634533594,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,0.005560055518373019,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.003790319533017339,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,-0.003073902372294768,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,1.0
