,NX,Y_star,P_star,RR_star
1969-01-01,0.007899221073309093,0.05719413653410537,-0.0393939424825251,-0.0041183624058601055
1969-04-01,-0.005618484024340731,0.05183894527443434,-0.03705648903486363,0.00293923245984363
1969-07-01,0.018859668211753444,0.0503850949343775,-0.029167485874321934,0.016523110836023588
1969-10-01,0.043851214120985915,0.03729543061704696,-0.017682771847293662,0.017654342836725453
1970-01-01,0.1121381639298491,0.026510847249254805,-0.008451462728227202,0.02244034441776477
1970-04-01,0.10233545540420863,0.020260579447271047,0.0011111289972665615,0.021913540861069853
1970-07-01,0.11070709787693644,0.020221706487790553,-0.0019065206108195897,0.01928543955562024
1970-10-01,0.16460615782327004,0.0023943523668833646,-0.0005296716855263149,0.013246237012796964
1971-01-01,0.1674594756608876,0.018664603159084883,0.00918765191672894,-0.0032336303394032507
1971-04-01,0.11050633486781436,0.01579418376881588,-0.001225792176978524,0.00355734166595884
1971-07-01,0.10425340976777875,0.015375632135528948,0.012718875726320335,0.011413833098168671
1971-10-01,0.05260823332307396,0.008784757336172186,-0.006361385139822017,-0.0010331413304712242
1972-01-01,0.06176849054048894,0.017117095907409684,-0.013908806903855181,-0.01693800519910166
1972-04-01,0.08092238667252971,0.030783154829316078,0.003885252382261627,-0.025336636896286176
1972-07-01,0.021393873172950606,0.030961977423602405,0.006328475417762552,-0.0339152246497769
1972-10-01,0.06583799260282142,0.0388826476665098,-0.013683449222999853,-0.04314378906846103
1973-01-01,0.05847358646649248,0.055280921138792724,-0.037342134944294114,-0.04830302420899843
1973-04-01,0.06253866326814972,0.05723768000134215,-0.0376664254688174,-0.041924330074985444
1973-07-01,-0.003626286195313355,0.043863503210771884,-0.034273671127072296,-0.026286222013408255
1973-10-01,-0.03759631140322739,0.04417805666306063,0.00019546561906153232,-0.04255621750073966
1974-01-01,-0.10116943666193201,0.026854258853679775,0.06669348518543101,-0.03910950763716138
1974-04-01,-0.11692376146824301,0.02045063725303802,0.09961570274591962,-0.006763643589899941
1974-07-01,-0.12205949119454829,0.0031659769846436167,0.12356982407402999,0.01121734453427548
1974-10-01,-0.14985595840464505,-0.009860100553592432,0.1267831688799557,0.00024487252446105297
1975-01-01,-0.2008900806161229,-0.029985615023594737,0.107433403486417,-0.016662857425241977
