CT_1,Y_1_star,P_1_star,RR_1_star,CT_2,Y_2_star,P_2_star,RR_2_star,CT_3,Y_3_star,P_3_star,RR_3_star,CT_4,Y_4_star,P_4_star,RR_4_star,cons
-0.020067069915727487,0.003379500484049523,0.007545548644125023,-0.008223280741917242,-0.013604822502893299,0.0004031866649960993,0.00809601941856564,-0.0009260746184635554,-0.028466722319283377,-0.008815396973852866,0.014858141738324723,0.001625834304195498,-0.03386142878759202,-0.01544400948045884,0.021162250750925753,0.01156478876068599,1.0
-0.023516879588310502,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,-0.020067069915727487,0.003379500484049523,0.007545548644125023,-0.008223280741917242,-0.013604822502893299,0.0004031866649960993,0.00809601941856564,-0.0009260746184635554,-0.028466722319283377,-0.008815396973852866,0.014858141738324723,0.001625834304195498,1.0
0.00966944242767731,0.00011459645130859077,0.01082897582206474,0.002985992440656032,-0.023516879588310502,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,-0.020067069915727487,0.003379500484049523,0.007545548644125023,-0.008223280741917242,-0.013604822502893299,0.0004031866649960993,0.00809601941856564,-0.0009260746184635554,1.0
0.0073256074882213085,0.006453703107709473,0.013152348899356864,0.012350278344310203,0.00966944242767731,0.00011459645130859077,0.01082897582206474,0.002985992440656032,-0.023516879588310502,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,-0.020067069915727487,0.003379500484049523,0.007545548644125023,-0.008223280741917242,1.0
0.009078458083290997,0.0069445713595558,0.00651644907956412,0.018698827229800218,0.0073256074882213085,0.006453703107709473,0.013152348899356864,0.012350278344310203,0.00966944242767731,0.00011459645130859077,0.01082897582206474,0.002985992440656032,-0.023516879588310502,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,1.0
0.04951800702239417,0.012796716086957734,0.012619289045658734,0.033757692925138715,0.009078458083290997,0.0069445713595558,0.00651644907956412,0.018698827229800218,0.0073256074882213085,0.006453703107709473,0.013152348899356864,0.012350278344310203,0.00966944242767731,0.00011459645130859077,0.01082897582206474,0.002985992440656032,1.0
-0.018512734451361368,0.012759734919744616,0.016776148698858896,0.03880923399101948,0.04951800702239417,0.012796716086957734,0.012619289045658734,0.033757692925138715,0.009078458083290997,0.0069445713595558,0.00651644907956412,0.018698827229800218,0.0073256074882213085,0.006453703107709473,0.013152348899356864,0.012350278344310203,1.0
-0.006629390802872948,0.007052707890693903,0.016026185306510475,0.032541790493676954,-0.018512734451361368,0.012759734919744616,0.016776148698858896,0.03880923399101948,0.04951800702239417,0.012796716086957734,0.012619289045658734,0.033757692925138715,0.009078458083290997,0.0069445713595558,0.00651644907956412,0.018698827229800218,1.0
0.020419549846289797,0.007596097424627632,0.025281194592490074,0.03767266457866588,-0.006629390802872948,0.007052707890693903,0.016026185306510475,0.032541790493676954,-0.018512734451361368,0.012759734919744616,0.016776148698858896,0.03880923399101948,0.04951800702239417,0.012796716086957734,0.012619289045658734,0.033757692925138715,1.0
0.02287335312220229,0.0031089021996086323,0.018409806959806464,0.04040184573151935,0.020419549846289797,0.007596097424627632,0.025281194592490074,0.03767266457866588,-0.006629390802872948,0.007052707890693903,0.016026185306510475,0.032541790493676954,-0.018512734451361368,0.012759734919744616,0.016776148698858896,0.03880923399101948,1.0
0.0319663226799598,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,0.02287335312220229,0.0031089021996086323,0.018409806959806464,0.04040184573151935,0.020419549846289797,0.007596097424627632,0.025281194592490074,0.03767266457866588,-0.006629390802872948,0.007052707890693903,0.016026185306510475,0.032541790493676954,1.0
0.050134369404345236,-0.014163274570283975,0.012441164384870316,0.04195127649072642,0.0319663226799598,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,0.02287335312220229,0.0031089021996086323,0.018409806959806464,0.04040184573151935,0.020419549846289797,0.007596097424627632,0.025281194592490074,0.03767266457866588,1.0
0.0227065835650464,-0.027975657721261427,-0.001814480659209428,0.03351741318909397,0.050134369404345236,-0.014163274570283975,0.012441164384870316,0.04195127649072642,0.0319663226799598,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,0.02287335312220229,0.0031089021996086323,0.018409806959806464,0.04040184573151935,1.0
0.011065542973440756,-0.03355624267082925,-0.01447782980723454,0.028242734713609354,0.0227065835650464,-0.027975657721261427,-0.001814480659209428,0.03351741318909397,0.050134369404345236,-0.014163274570283975,0.012441164384870316,0.04195127649072642,0.0319663226799598,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,1.0
0.00498366111306936,-0.037021343713738254,-0.01565305320900983,0.026015576007966227,0.011065542973440756,-0.03355624267082925,-0.01447782980723454,0.028242734713609354,0.0227065835650464,-0.027975657721261427,-0.001814480659209428,0.03351741318909397,0.050134369404345236,-0.014163274570283975,0.012441164384870316,0.04195127649072642,1.0
