CT_1,Y_1_star,P_1_star,RR_1_star,CT_2,Y_2_star,P_2_star,RR_2_star,CT_3,Y_3_star,P_3_star,RR_3_star,CT_4,Y_4_star,P_4_star,RR_4_star,cons
-0.006848371331772185,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.005780425243951726,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,-0.0014446503561984514,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,-0.006703223035263051,-0.012779125896134218,-0.010066457643382673,0.002288801854654431,1.0
-0.007950743023165785,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.006848371331772185,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.005780425243951726,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,-0.0014446503561984514,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,1.0
0.0006625537110043211,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.007950743023165785,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.006848371331772185,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.005780425243951726,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,1.0
-0.006731690823885472,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,0.0006625537110043211,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.007950743023165785,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.006848371331772185,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,1.0
-0.0067758689272015005,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.006731690823885472,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,0.0006625537110043211,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.007950743023165785,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,1.0
-0.0037465468525397227,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,-0.0067758689272015005,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.006731690823885472,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,0.0006625537110043211,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,1.0
0.007261851246747497,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.0037465468525397227,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,-0.0067758689272015005,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.006731690823885472,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,1.0
-0.0012736503777812658,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,0.007261851246747497,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.0037465468525397227,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,-0.0067758689272015005,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,1.0
-0.008463136341903876,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.0012736503777812658,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,0.007261851246747497,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.0037465468525397227,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,1.0
0.00621418384882233,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,-0.008463136341903876,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.0012736503777812658,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,0.007261851246747497,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,1.0
