C_1,Y_1_star,P_1_star,RR_1_star,C_2,Y_2_star,P_2_star,RR_2_star,C_3,Y_3_star,P_3_star,RR_3_star,C_4,Y_4_star,P_4_star,RR_4_star,cons
0.015636218056222617,-0.042275044563164325,0.0676832540521577,0.058277937528509384,0.02121572583709508,-0.023801717731775023,0.09196596538639507,0.08318935350651507,0.03441104851899901,-0.027789299246135893,0.08903973923952298,0.0668280682468232,0.04348586230488927,-0.012931382519211967,0.10473380674170026,0.05055637648270849,1.0
-0.0072155169739342995,-0.0653205090001569,0.04611585795113575,0.07474897901345928,0.015636218056222617,-0.042275044563164325,0.0676832540521577,0.058277937528509384,0.02121572583709508,-0.023801717731775023,0.09196596538639507,0.08318935350651507,0.03441104851899901,-0.027789299246135893,0.08903973923952298,0.0668280682468232,1.0
-0.022704168667093683,-0.0685903246180819,0.03218672297421284,0.07751431254582489,-0.0072155169739342995,-0.0653205090001569,0.04611585795113575,0.07474897901345928,0.015636218056222617,-0.042275044563164325,0.0676832540521577,0.058277937528509384,0.02121572583709508,-0.023801717731775023,0.09196596538639507,0.08318935350651507,1.0
-0.0336763716225299,-0.08019502329827041,0.018880894561171008,0.05958628786128697,-0.022704168667093683,-0.0685903246180819,0.03218672297421284,0.07751431254582489,-0.0072155169739342995,-0.0653205090001569,0.04611585795113575,0.07474897901345928,0.015636218056222617,-0.042275044563164325,0.0676832540521577,0.058277937528509384,1.0
-0.04433239480461282,-0.08757267381509024,0.011402247606254082,0.028598973018746806,-0.0336763716225299,-0.08019502329827041,0.018880894561171008,0.05958628786128697,-0.022704168667093683,-0.0685903246180819,0.03218672297421284,0.07751431254582489,-0.0072155169739342995,-0.0653205090001569,0.04611585795113575,0.07474897901345928,1.0
-0.0376488272720632,-0.08234823792905495,0.01340025696698657,0.011686956959623518,-0.04433239480461282,-0.08757267381509024,0.011402247606254082,0.028598973018746806,-0.0336763716225299,-0.08019502329827041,0.018880894561171008,0.05958628786128697,-0.022704168667093683,-0.0685903246180819,0.03218672297421284,0.07751431254582489,1.0
-0.03292277524403886,-0.06866186288861839,0.0020102008218033157,0.01563140584891891,-0.0376488272720632,-0.08234823792905495,0.01340025696698657,0.011686956959623518,-0.04433239480461282,-0.08757267381509024,0.011402247606254082,0.028598973018746806,-0.0336763716225299,-0.08019502329827041,0.018880894561171008,0.05958628786128697,1.0
-0.02821311924545533,-0.05707215211613329,-0.01198100934635057,0.02377748592101314,-0.03292277524403886,-0.06866186288861839,0.0020102008218033157,0.01563140584891891,-0.0376488272720632,-0.08234823792905495,0.01340025696698657,0.011686956959623518,-0.04433239480461282,-0.08757267381509024,0.011402247606254082,0.028598973018746806,1.0
-0.024519249223111217,-0.045262607233006645,-0.012781994226608024,0.024123890576411882,-0.02821311924545533,-0.05707215211613329,-0.01198100934635057,0.02377748592101314,-0.03292277524403886,-0.06866186288861839,0.0020102008218033157,0.01563140584891891,-0.0376488272720632,-0.08234823792905495,0.01340025696698657,0.011686956959623518,1.0
-0.023109228050433472,-0.03409673857821597,-0.023834223821287526,0.03134916440212213,-0.024519249223111217,-0.045262607233006645,-0.012781994226608024,0.024123890576411882,-0.02821311924545533,-0.05707215211613329,-0.01198100934635057,0.02377748592101314,-0.03292277524403886,-0.06866186288861839,0.0020102008218033157,0.01563140584891891,1.0
