,C,Y_star,P_star,RR_star
2015-07-01,0.015761889131367113,-0.0032658372560279854,0.0021015719389152845,0.007196173469095469
2015-10-01,0.01823201776463179,-0.0031352114627856095,0.004651462320888762,0.004151241573784029
2016-01-01,0.02063204716510647,-0.0023212372553542793,0.005427548916694902,-0.0021216041568944675
2016-04-01,0.028942851490493027,-0.003573027406169973,0.005566724507670036,0.0018661139633081316
2016-07-01,0.03283932540967882,-0.003561022017883268,0.005783100994264249,0.002227052896398423
2016-10-01,0.03098253411937968,1.4381822809349948e-05,0.010235251872090805,0.001976957293108111
2017-01-01,0.036412347324297656,0.002217052240422485,0.017567887696375323,0.0025614495020210536
2017-04-01,0.038294769465849754,0.004176652543853121,0.014715323459270197,-0.0007613492198458865
2017-07-01,0.03874062354419472,0.006547962294935159,0.01649257108533332,-0.0015512760378456384
2017-10-01,0.03684187022715513,0.008583242096688027,0.01742724470597239,0.0013763974360570582
2018-01-01,0.03107444829320727,0.006057192008426494,0.018431358148322866,0.009079663327568942
2018-04-01,0.024011225620240495,0.006724678944072391,0.022288182337837956,0.009750355420667529
2018-07-01,0.011242685086140014,0.003276290363523734,0.02476007229982785,0.01254321096706165
2018-10-01,-0.000590485014219766,0.0018160108079042993,0.023538595705017384,0.014329315435326898
