P_1,Y_1_star,P_1_star,RR_1_star,P_2,Y_2_star,P_2_star,RR_2_star,P_3,Y_3_star,P_3_star,RR_3_star,P_4,Y_4_star,P_4_star,RR_4_star,cons
0.017098549489281495,0.003379500484049523,0.007545548644125023,-0.008223280741917242,0.022812017501791737,0.0004031866649960993,0.00809601941856564,-0.0009260746184635554,0.09595775665251341,-0.008815396973852866,0.014858141738324723,0.001625834304195498,0.11551917707389994,-0.01544400948045884,0.021162250750925753,0.01156478876068599,1.0
-0.008802859705042423,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,0.017098549489281495,0.003379500484049523,0.007545548644125023,-0.008223280741917242,0.022812017501791737,0.0004031866649960993,0.00809601941856564,-0.0009260746184635554,0.09595775665251341,-0.008815396973852866,0.014858141738324723,0.001625834304195498,1.0
-0.015609313389094652,0.00011459645130859077,0.01082897582206474,0.002985992440656032,-0.008802859705042423,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,0.017098549489281495,0.003379500484049523,0.007545548644125023,-0.008223280741917242,0.022812017501791737,0.0004031866649960993,0.00809601941856564,-0.0009260746184635554,1.0
-0.02426479120964052,0.006453703107709473,0.013152348899356864,0.012350278344310203,-0.015609313389094652,0.00011459645130859077,0.01082897582206474,0.002985992440656032,-0.008802859705042423,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,0.017098549489281495,0.003379500484049523,0.007545548644125023,-0.008223280741917242,1.0
-0.030765685883792887,0.0069445713595558,0.00651644907956412,0.018698827229800218,-0.02426479120964052,0.006453703107709473,0.013152348899356864,0.012350278344310203,-0.015609313389094652,0.00011459645130859077,0.01082897582206474,0.002985992440656032,-0.008802859705042423,-0.0012359898132965638,0.009794437931334084,-0.00566420521101145,1.0
-0.0261359196955,0.012796716086957734,0.012619289045658734,0.033757692925138715,-0.030765685883792887,0.0069445713595558,0.00651644907956412,0.018698827229800218,-0.02426479120964052,0.006453703107709473,0.013152348899356864,0.012350278344310203,-0.015609313389094652,0.00011459645130859077,0.01082897582206474,0.002985992440656032,1.0
0.0014785399732913929,0.012759734919744616,0.016776148698858896,0.03880923399101948,-0.0261359196955,0.012796716086957734,0.012619289045658734,0.033757692925138715,-0.030765685883792887,0.0069445713595558,0.00651644907956412,0.018698827229800218,-0.02426479120964052,0.006453703107709473,0.013152348899356864,0.012350278344310203,1.0
0.0024121901868748574,0.007052707890693903,0.016026185306510475,0.032541790493676954,0.0014785399732913929,0.012759734919744616,0.016776148698858896,0.03880923399101948,-0.0261359196955,0.012796716086957734,0.012619289045658734,0.033757692925138715,-0.030765685883792887,0.0069445713595558,0.00651644907956412,0.018698827229800218,1.0
0.0011036370383320226,0.007596097424627632,0.025281194592490074,0.03767266457866588,0.0024121901868748574,0.007052707890693903,0.016026185306510475,0.032541790493676954,0.0014785399732913929,0.012759734919744616,0.016776148698858896,0.03880923399101948,-0.0261359196955,0.012796716086957734,0.012619289045658734,0.033757692925138715,1.0
0.007592011171503987,0.0031089021996086323,0.018409806959806464,0.04040184573151935,0.0011036370383320226,0.007596097424627632,0.025281194592490074,0.03767266457866588,0.0024121901868748574,0.007052707890693903,0.016026185306510475,0.032541790493676954,0.0014785399732913929,0.012759734919744616,0.016776148698858896,0.03880923399101948,1.0
-0.018132158574287613,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,0.007592011171503987,0.0031089021996086323,0.018409806959806464,0.04040184573151935,0.0011036370383320226,0.007596097424627632,0.025281194592490074,0.03767266457866588,0.0024121901868748574,0.007052707890693903,0.016026185306510475,0.032541790493676954,1.0
-0.019191916306993927,-0.014163274570283975,0.012441164384870316,0.04195127649072642,-0.018132158574287613,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,0.007592011171503987,0.0031089021996086323,0.018409806959806464,0.04040184573151935,0.0011036370383320226,0.007596097424627632,0.025281194592490074,0.03767266457866588,1.0
-0.021927662548429018,-0.027975657721261427,-0.001814480659209428,0.03351741318909397,-0.019191916306993927,-0.014163274570283975,0.012441164384870316,0.04195127649072642,-0.018132158574287613,-0.006878177954200033,0.0054169700895081024,0.03784521528362234,0.007592011171503987,0.0031089021996086323,0.018409806959806464,0.04040184573151935,1.0
