RR_1,Y_1_star,P_1_star,RR_1_star,RR_2,Y_2_star,P_2_star,RR_2_star,RR_3,Y_3_star,P_3_star,RR_3_star,RR_4,Y_4_star,P_4_star,RR_4_star,cons
-0.023340471145868652,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,-0.025875557568553142,-0.007603726571063445,-0.039779043108857735,0.0027606225146067694,1.37933594624301e-05,-0.007258782319866379,-0.0378287277002702,0.0035646368996300622,0.0018047600255427926,-0.009450677417999051,-0.022199976136962483,0.0025411792330454074,1.0
-0.037648563128744324,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,-0.023340471145868652,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,-0.025875557568553142,-0.007603726571063445,-0.039779043108857735,0.0027606225146067694,1.37933594624301e-05,-0.007258782319866379,-0.0378287277002702,0.0035646368996300622,1.0
-0.022085096845894485,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,-0.037648563128744324,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,-0.023340471145868652,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,-0.025875557568553142,-0.007603726571063445,-0.039779043108857735,0.0027606225146067694,1.0
-0.03653132805061859,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,-0.022085096845894485,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,-0.037648563128744324,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,-0.023340471145868652,-0.009063308990889692,-0.03916440418082265,5.363318238864454e-05,1.0
-0.01931349882251554,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,-0.03653132805061859,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,-0.022085096845894485,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,-0.037648563128744324,-0.012642462433427683,-0.03873301549381108,-0.0053465441338671794,1.0
-0.014320476147341318,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,-0.01931349882251554,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,-0.03653132805061859,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,-0.022085096845894485,-0.009604050025615185,-0.03787294250276433,-0.0054131327921586175,1.0
-0.004386222322137465,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,-0.014320476147341318,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,-0.01931349882251554,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,-0.03653132805061859,-0.008431446165689836,-0.03796662576437429,-0.009565682330408075,1.0
0.03135617615089914,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,-0.004386222322137465,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,-0.014320476147341318,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,-0.01931349882251554,-0.006298431531135923,-0.03622872222267082,-0.010778192179501376,1.0
0.052042279674799546,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,0.03135617615089914,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,-0.004386222322137465,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,-0.014320476147341318,-0.008353319876253797,-0.03585912941285754,-0.00625153367547707,1.0
0.08480116819955219,0.005682405849472822,-0.029309936056348514,0.00445865033663271,0.052042279674799546,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,0.03135617615089914,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,-0.004386222322137465,-0.0016264303719919757,-0.03665058410475611,-0.006809396901040532,1.0
0.06041645875795773,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,0.08480116819955219,0.005682405849472822,-0.029309936056348514,0.00445865033663271,0.052042279674799546,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,0.03135617615089914,-0.0005742589330658684,-0.030091278391361515,-0.000694112724840541,1.0
0.017769213517740468,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,0.06041645875795773,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,0.08480116819955219,0.005682405849472822,-0.029309936056348514,0.00445865033663271,0.052042279674799546,0.0022977335117493262,-0.027255502092706822,0.00448192948086207,1.0
-0.029837926189533917,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,0.017769213517740468,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,0.06041645875795773,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,0.08480116819955219,0.005682405849472822,-0.029309936056348514,0.00445865033663271,1.0
-0.06064587214739579,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,-0.029837926189533917,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,0.017769213517740468,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,0.06041645875795773,0.0024816910063007033,-0.02790343423347638,0.002844711411082059,1.0
-0.0550607078718186,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,-0.06064587214739579,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,-0.029837926189533917,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,0.017769213517740468,0.0021146092633908577,-0.03188616454344018,0.0013743670356815537,1.0
-0.04767269172286204,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,-0.0550607078718186,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,-0.06064587214739579,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,-0.029837926189533917,-0.0007753224660340254,-0.033390324490881966,-0.0033184085836768244,1.0
0.004962530398527357,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,-0.04767269172286204,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,-0.0550607078718186,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,-0.06064587214739579,0.0018956761011966784,-0.034107460034734124,-0.011865155628929105,1.0
0.026694517711262966,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,0.004962530398527357,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,-0.04767269172286204,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,-0.0550607078718186,-0.0007163525970769634,-0.03068335826599893,-0.014370189225813013,1.0
0.03390245543819444,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,0.026694517711262966,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,0.004962530398527357,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,-0.04767269172286204,0.004470995891459695,-0.026819560586954193,-0.015932394947675975,1.0
0.060071968997547576,0.016878453827220825,-0.013196855291217419,0.000747888625387422,0.03390245543819444,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,0.026694517711262966,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,0.004962530398527357,0.009073789792104013,-0.021973589222746674,-0.01050538664141057,1.0
0.07830989747940909,0.01382019679816616,-0.011186778004705248,0.007544278417451222,0.060071968997547576,0.016878453827220825,-0.013196855291217419,0.000747888625387422,0.03390245543819444,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,0.026694517711262966,0.01549767134175858,-0.01630833878821196,-0.008507050763107314,1.0
0.06693545438422996,0.018860925055171018,-0.01075380060615835,0.003005442837211068,0.07830989747940909,0.01382019679816616,-0.011186778004705248,0.007544278417451222,0.060071968997547576,0.016878453827220825,-0.013196855291217419,0.000747888625387422,0.03390245543819444,0.018952274359027046,-0.016473929434343195,-0.007872412938088604,1.0
