CNT_1,Y_1_star,P_1_star,RR_1_star,CNT_2,Y_2_star,P_2_star,RR_2_star,CNT_3,Y_3_star,P_3_star,RR_3_star,CNT_4,Y_4_star,P_4_star,RR_4_star,cons
0.005313776473897747,-0.009691415244015171,-0.004497311567512731,0.0011230486799708676,0.010183813077665249,-0.007474066356809109,-0.003970587433299948,0.003495899491871567,0.010435713904094257,-0.008447383636171844,-0.0035628042213739263,0.003787651446109225,0.015547292047752848,-0.01088377041694093,0.0007423483406925494,0.0030289396290001033,1.0
0.007317831157543253,-0.012554937417320467,-0.0058174660592286995,-0.004021328738697302,0.005313776473897747,-0.009691415244015171,-0.004497311567512731,0.0011230486799708676,0.010183813077665249,-0.007474066356809109,-0.003970587433299948,0.003495899491871567,0.010435713904094257,-0.008447383636171844,-0.0035628042213739263,0.003787651446109225,1.0
0.0020725993530827935,-0.008500018284404675,-0.005801714624775128,-0.002999124276131079,0.007317831157543253,-0.012554937417320467,-0.0058174660592286995,-0.004021328738697302,0.005313776473897747,-0.009691415244015171,-0.004497311567512731,0.0011230486799708676,0.010183813077665249,-0.007474066356809109,-0.003970587433299948,0.003495899491871567,1.0
-0.006527715129447387,-0.00850118138829069,-0.0073726363910825545,-0.007813690163341838,0.0020725993530827935,-0.008500018284404675,-0.005801714624775128,-0.002999124276131079,0.007317831157543253,-0.012554937417320467,-0.0058174660592286995,-0.004021328738697302,0.005313776473897747,-0.009691415244015171,-0.004497311567512731,0.0011230486799708676,1.0
-0.016940052162579988,-0.006796860264121967,-0.006457172865607342,-0.00861290399216132,-0.006527715129447387,-0.00850118138829069,-0.0073726363910825545,-0.007813690163341838,0.0020725993530827935,-0.008500018284404675,-0.005801714624775128,-0.002999124276131079,0.007317831157543253,-0.012554937417320467,-0.0058174660592286995,-0.004021328738697302,1.0
-0.020468358772799178,-0.00835099471080072,-0.006794392554315073,-0.0034507315649828364,-0.016940052162579988,-0.006796860264121967,-0.006457172865607342,-0.00861290399216132,-0.006527715129447387,-0.00850118138829069,-0.0073726363910825545,-0.007813690163341838,0.0020725993530827935,-0.008500018284404675,-0.005801714624775128,-0.002999124276131079,1.0
-0.02662246388174161,-0.0018839831951560813,-0.009455649797858946,-0.0044980393697640056,-0.020468358772799178,-0.00835099471080072,-0.006794392554315073,-0.0034507315649828364,-0.016940052162579988,-0.006796860264121967,-0.006457172865607342,-0.00861290399216132,-0.006527715129447387,-0.00850118138829069,-0.0073726363910825545,-0.007813690163341838,1.0
-0.021282948214839337,-0.0008579386827278556,-0.004370209219745494,0.0011302334858664432,-0.02662246388174161,-0.0018839831951560813,-0.009455649797858946,-0.0044980393697640056,-0.020468358772799178,-0.00835099471080072,-0.006794392554315073,-0.0034507315649828364,-0.016940052162579988,-0.006796860264121967,-0.006457172865607342,-0.00861290399216132,1.0
-0.022008144206656866,0.0012845726726886328,-0.003759218176656659,0.005870190042735503,-0.021282948214839337,-0.0008579386827278556,-0.004370209219745494,0.0011302334858664432,-0.02662246388174161,-0.0018839831951560813,-0.009455649797858946,-0.0044980393697640056,-0.020468358772799178,-0.00835099471080072,-0.006794392554315073,-0.0034507315649828364,1.0
-0.0037665185865876083,0.0047713691398899045,-0.007069805024467039,0.005630143140555456,-0.022008144206656866,0.0012845726726886328,-0.003759218176656659,0.005870190042735503,-0.021282948214839337,-0.0008579386827278556,-0.004370209219745494,0.0011302334858664432,-0.02662246388174161,-0.0018839831951560813,-0.009455649797858946,-0.0044980393697640056,1.0
-0.002144918897556636,0.0010503864507972222,-0.006663214559171348,0.0034909206188166336,-0.0037665185865876083,0.0047713691398899045,-0.007069805024467039,0.005630143140555456,-0.022008144206656866,0.0012845726726886328,-0.003759218176656659,0.005870190042735503,-0.021282948214839337,-0.0008579386827278556,-0.004370209219745494,0.0011302334858664432,1.0
0.005981691654897148,0.0012399282837628367,-0.011133320562194004,0.0016643687299255376,-0.002144918897556636,0.0010503864507972222,-0.006663214559171348,0.0034909206188166336,-0.0037665185865876083,0.0047713691398899045,-0.007069805024467039,0.005630143140555456,-0.022008144206656866,0.0012845726726886328,-0.003759218176656659,0.005870190042735503,1.0
-0.004283076404092867,-0.0018286934972933098,-0.01332524904889123,-0.0031151633596482103,0.005981691654897148,0.0012399282837628367,-0.011133320562194004,0.0016643687299255376,-0.002144918897556636,0.0010503864507972222,-0.006663214559171348,0.0034909206188166336,-0.0037665185865876083,0.0047713691398899045,-0.007069805024467039,0.005630143140555456,1.0
-0.005051966136683461,0.0006026440213175811,-0.01619503622421084,-0.012075026815070899,-0.004283076404092867,-0.0018286934972933098,-0.01332524904889123,-0.0031151633596482103,0.005981691654897148,0.0012399282837628367,-0.011133320562194004,0.0016643687299255376,-0.002144918897556636,0.0010503864507972222,-0.006663214559171348,0.0034909206188166336,1.0
-0.002450526474664372,-0.00030397712180211015,-0.013748264994214072,-0.013940976619275812,-0.005051966136683461,0.0006026440213175811,-0.01619503622421084,-0.012075026815070899,-0.004283076404092867,-0.0018286934972933098,-0.01332524904889123,-0.0031151633596482103,0.005981691654897148,0.0012399282837628367,-0.011133320562194004,0.0016643687299255376,1.0
0.001342263475214267,0.004748303615234427,-0.011734707217924538,-0.01534147144488751,-0.002450526474664372,-0.00030397712180211015,-0.013748264994214072,-0.013940976619275812,-0.005051966136683461,0.0006026440213175811,-0.01619503622421084,-0.012075026815070899,-0.004283076404092867,-0.0018286934972933098,-0.01332524904889123,-0.0031151633596482103,1.0
0.01124885579243795,0.01023169583676687,-0.00853058451469955,-0.009972187206661728,0.001342263475214267,0.004748303615234427,-0.011734707217924538,-0.01534147144488751,-0.002450526474664372,-0.00030397712180211015,-0.013748264994214072,-0.013940976619275812,-0.005051966136683461,0.0006026440213175811,-0.01619503622421084,-0.012075026815070899,1.0
0.013961512121154485,0.01607999749608509,-0.0032072391454547916,-0.008195192328095525,0.01124885579243795,0.01023169583676687,-0.00853058451469955,-0.009972187206661728,0.001342263475214267,0.004748303615234427,-0.011734707217924538,-0.01534147144488751,-0.002450526474664372,-0.00030397712180211015,-0.013748264994214072,-0.013940976619275812,1.0
0.02428861288393591,0.0198385362410368,-0.005032349322375021,-0.00702448828273951,0.013961512121154485,0.01607999749608509,-0.0032072391454547916,-0.008195192328095525,0.01124885579243795,0.01023169583676687,-0.00853058451469955,-0.009972187206661728,0.001342263475214267,0.004748303615234427,-0.011734707217924538,-0.01534147144488751,1.0
0.017447503330988212,0.017483395475845508,-0.0032620498134965687,0.0019916331944044487,0.02428861288393591,0.0198385362410368,-0.005032349322375021,-0.00702448828273951,0.013961512121154485,0.01607999749608509,-0.0032072391454547916,-0.008195192328095525,0.01124885579243795,0.01023169583676687,-0.00853058451469955,-0.009972187206661728,1.0
0.026471479205278925,0.01543952337631606,-0.002485793990150334,0.00900137501309195,0.017447503330988212,0.017483395475845508,-0.0032620498134965687,0.0019916331944044487,0.02428861288393591,0.0198385362410368,-0.005032349322375021,-0.00702448828273951,0.013961512121154485,0.01607999749608509,-0.0032072391454547916,-0.008195192328095525,1.0
0.01176920193719333,0.020207634198056473,-0.0035598442271016074,0.00400205250305505,0.026471479205278925,0.01543952337631606,-0.002485793990150334,0.00900137501309195,0.017447503330988212,0.017483395475845508,-0.0032620498134965687,0.0019916331944044487,0.02428861288393591,0.0198385362410368,-0.005032349322375021,-0.00702448828273951,1.0
0.008448726587655386,0.016624553075549307,0.004666319793226039,0.006508929786045675,0.01176920193719333,0.020207634198056473,-0.0035598442271016074,0.00400205250305505,0.026471479205278925,0.01543952337631606,-0.002485793990150334,0.00900137501309195,0.017447503330988212,0.017483395475845508,-0.0032620498134965687,0.0019916331944044487,1.0
0.006662365775051526,0.01182179910860572,0.0016547718922443244,0.0034980987936612472,0.008448726587655386,0.016624553075549307,0.004666319793226039,0.006508929786045675,0.01176920193719333,0.020207634198056473,-0.0035598442271016074,0.00400205250305505,0.026471479205278925,0.01543952337631606,-0.002485793990150334,0.00900137501309195,1.0
0.011925192122491879,0.008013386868243636,-0.0011524302452835724,-0.006564177884884739,0.006662365775051526,0.01182179910860572,0.0016547718922443244,0.0034980987936612472,0.008448726587655386,0.016624553075549307,0.004666319793226039,0.006508929786045675,0.01176920193719333,0.020207634198056473,-0.0035598442271016074,0.00400205250305505,1.0
-0.0010551472426403308,0.0045263186582832045,0.001311122333181565,-0.00765205014636804,0.011925192122491879,0.008013386868243636,-0.0011524302452835724,-0.006564177884884739,0.006662365775051526,0.01182179910860572,0.0016547718922443244,0.0034980987936612472,0.008448726587655386,0.016624553075549307,0.004666319793226039,0.006508929786045675,1.0
-0.00376542639606825,0.004676682063409312,-0.0052142092644830934,-0.0021118514658043895,-0.0010551472426403308,0.0045263186582832045,0.001311122333181565,-0.00765205014636804,0.011925192122491879,0.008013386868243636,-0.0011524302452835724,-0.006564177884884739,0.006662365775051526,0.01182179910860572,0.0016547718922443244,0.0034980987936612472,1.0
-0.003512456110239981,0.004572852056448103,-0.0060096571968463785,-0.0034396853268222225,-0.00376542639606825,0.004676682063409312,-0.0052142092644830934,-0.0021118514658043895,-0.0010551472426403308,0.0045263186582832045,0.001311122333181565,-0.00765205014636804,0.011925192122491879,0.008013386868243636,-0.0011524302452835724,-0.006564177884884739,1.0
-0.002743826073087874,0.0011243434576839316,-0.003952095607795553,-0.004791928013225928,-0.003512456110239981,0.004572852056448103,-0.0060096571968463785,-0.0034396853268222225,-0.00376542639606825,0.004676682063409312,-0.0052142092644830934,-0.0021118514658043895,-0.0010551472426403308,0.0045263186582832045,0.001311122333181565,-0.00765205014636804,1.0
-0.0024789755045731,-0.009072003637029851,-0.0031760661498409443,-0.005314781345370534,-0.002743826073087874,0.0011243434576839316,-0.003952095607795553,-0.004791928013225928,-0.003512456110239981,0.004572852056448103,-0.0060096571968463785,-0.0034396853268222225,-0.00376542639606825,0.004676682063409312,-0.0052142092644830934,-0.0021118514658043895,1.0
-0.0014168781706427325,-0.010780612976374292,-0.006662771047560751,-0.014301411295810628,-0.0024789755045731,-0.009072003637029851,-0.0031760661498409443,-0.005314781345370534,-0.002743826073087874,0.0011243434576839316,-0.003952095607795553,-0.004791928013225928,-0.003512456110239981,0.004572852056448103,-0.0060096571968463785,-0.0034396853268222225,1.0
-0.006063499044911325,-0.006682789119247304,-0.0060727829943007005,-0.01542874632844536,-0.0014168781706427325,-0.010780612976374292,-0.006662771047560751,-0.014301411295810628,-0.0024789755045731,-0.009072003637029851,-0.0031760661498409443,-0.005314781345370534,-0.002743826073087874,0.0011243434576839316,-0.003952095607795553,-0.004791928013225928,1.0
-0.0105657969293933,-0.004792837706179537,-0.0066945491929557895,-0.01594934960330164,-0.006063499044911325,-0.006682789119247304,-0.0060727829943007005,-0.01542874632844536,-0.0014168781706427325,-0.010780612976374292,-0.006662771047560751,-0.014301411295810628,-0.0024789755045731,-0.009072003637029851,-0.0031760661498409443,-0.005314781345370534,1.0
-0.00961629695214583,-0.0041777499316367215,-0.009358049932224024,-0.013696112421733752,-0.0105657969293933,-0.004792837706179537,-0.0066945491929557895,-0.01594934960330164,-0.006063499044911325,-0.006682789119247304,-0.0060727829943007005,-0.01542874632844536,-0.0014168781706427325,-0.010780612976374292,-0.006662771047560751,-0.014301411295810628,1.0
-0.006721050058146716,-0.0025820939398412406,-0.0026369691719713467,-0.01095309517775122,-0.00961629695214583,-0.0041777499316367215,-0.009358049932224024,-0.013696112421733752,-0.0105657969293933,-0.004792837706179537,-0.0066945491929557895,-0.01594934960330164,-0.006063499044911325,-0.006682789119247304,-0.0060727829943007005,-0.01542874632844536,1.0
-0.0036164276218091373,-0.00433043587091216,-0.0021884256503987647,-0.013381237117345833,-0.006721050058146716,-0.0025820939398412406,-0.0026369691719713467,-0.01095309517775122,-0.00961629695214583,-0.0041777499316367215,-0.009358049932224024,-0.013696112421733752,-0.0105657969293933,-0.004792837706179537,-0.0066945491929557895,-0.01594934960330164,1.0
-0.0007771793033768404,-0.005879950003028439,9.056317976025198e-05,-0.011834946870553621,-0.0036164276218091373,-0.00433043587091216,-0.0021884256503987647,-0.013381237117345833,-0.006721050058146716,-0.0025820939398412406,-0.0026369691719713467,-0.01095309517775122,-0.00961629695214583,-0.0041777499316367215,-0.009358049932224024,-0.013696112421733752,1.0
