P_1,Y_1_star,P_1_star,RR_1_star,P_2,Y_2_star,P_2_star,RR_2_star,P_3,Y_3_star,P_3_star,RR_3_star,P_4,Y_4_star,P_4_star,RR_4_star,cons
-0.01489228753109535,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,-0.016977027567860594,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,-0.01515959981672193,-0.010035757782046732,-0.0075976223664107985,0.003364754118869524,-0.012109934257248944,-0.010082834400635466,-0.00445798998518211,0.0072934186009892855,1.0
-0.008611923878949188,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,-0.01489228753109535,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,-0.016977027567860594,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,-0.01515959981672193,-0.010035757782046732,-0.0075976223664107985,0.003364754118869524,1.0
-0.00842359344843643,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,-0.008611923878949188,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,-0.01489228753109535,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,-0.016977027567860594,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,1.0
-0.007698145655042735,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,-0.00842359344843643,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,-0.008611923878949188,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,-0.01489228753109535,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,1.0
-0.0020654492247498026,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,-0.007698145655042735,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,-0.00842359344843643,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,-0.008611923878949188,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,1.0
-0.006994201382755777,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,-0.0020654492247498026,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,-0.007698145655042735,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,-0.00842359344843643,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,1.0
-0.010498322420076015,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,-0.006994201382755777,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,-0.0020654492247498026,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,-0.007698145655042735,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,1.0
-0.007460316617035213,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-0.010498322420076015,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,-0.006994201382755777,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,-0.0020654492247498026,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,1.0
-0.01194590835043619,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,-0.007460316617035213,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-0.010498322420076015,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,-0.006994201382755777,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,1.0
-0.017109498535747725,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,-0.01194590835043619,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,-0.007460316617035213,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-0.010498322420076015,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,1.0
