E_1,Y_1_star,P_1_star,RR_1_star,E_2,Y_2_star,P_2_star,RR_2_star,E_3,Y_3_star,P_3_star,RR_3_star,E_4,Y_4_star,P_4_star,RR_4_star,cons
0.05849660054167671,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,0.05924678229587155,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,0.0670121567253048,-0.010035757782046732,-0.0075976223664107985,0.003364754118869524,0.05404251248221392,-0.010082834400635466,-0.00445798998518211,0.0072934186009892855,1.0
0.05237088113220256,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,0.05849660054167671,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,0.05924678229587155,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,0.0670121567253048,-0.010035757782046732,-0.0075976223664107985,0.003364754118869524,1.0
0.029250664161005524,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,0.05237088113220256,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,0.05849660054167671,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,0.05924678229587155,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,1.0
0.03672169699006389,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,0.029250664161005524,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,0.05237088113220256,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,0.05849660054167671,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,1.0
0.023419024678267064,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,0.03672169699006389,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,0.029250664161005524,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,0.05237088113220256,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,1.0
-0.000428499718702291,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,0.023419024678267064,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,0.03672169699006389,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,0.029250664161005524,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,1.0
-0.01749819330058955,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,-0.000428499718702291,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,0.023419024678267064,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,0.03672169699006389,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,1.0
-0.026942605560539512,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-0.01749819330058955,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,-0.000428499718702291,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,0.023419024678267064,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,1.0
-0.016506860154249736,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,-0.026942605560539512,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-0.01749819330058955,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,-0.000428499718702291,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,1.0
-0.020760614933994503,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,-0.016506860154249736,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,-0.026942605560539512,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-0.01749819330058955,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,1.0
-0.014424250486748669,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,-0.020760614933994503,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,-0.016506860154249736,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,-0.026942605560539512,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,1.0
-0.0007581623516808023,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,-0.014424250486748669,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,-0.020760614933994503,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,-0.016506860154249736,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,1.0
0.008368730968530969,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,-0.0007581623516808023,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,-0.014424250486748669,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,-0.020760614933994503,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,1.0
0.0010174986767719219,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,0.008368730968530969,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,-0.0007581623516808023,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,-0.014424250486748669,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,1.0
-0.019716240558794063,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,0.0010174986767719219,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,0.008368730968530969,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,-0.0007581623516808023,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,1.0
-0.02516098477598483,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,-0.019716240558794063,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,0.0010174986767719219,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,0.008368730968530969,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,1.0
-0.03239934923493859,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,-0.02516098477598483,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,-0.019716240558794063,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,0.0010174986767719219,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,1.0
-0.04672207538169193,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,-0.03239934923493859,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,-0.02516098477598483,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,-0.019716240558794063,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,1.0
-0.057472392604671185,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035,-0.04672207538169193,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,-0.03239934923493859,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,-0.02516098477598483,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,1.0
-0.060877376816939055,0.021795976987691427,-0.0031633489831372386,0.007786877724546143,-0.057472392604671185,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035,-0.04672207538169193,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,-0.03239934923493859,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,1.0
-0.07103435575089723,0.020310727904201163,-0.002451044853733064,0.015155152203394131,-0.060877376816939055,0.021795976987691427,-0.0031633489831372386,0.007786877724546143,-0.057472392604671185,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035,-0.04672207538169193,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,1.0
-0.05126844210162851,0.0220402625432813,-0.004239917255883474,0.008966176807239564,-0.07103435575089723,0.020310727904201163,-0.002451044853733064,0.015155152203394131,-0.060877376816939055,0.021795976987691427,-0.0031633489831372386,0.007786877724546143,-0.057472392604671185,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035,1.0
-0.05800163612382825,0.01785256618926699,0.003338046532636399,0.008717549151077917,-0.05126844210162851,0.0220402625432813,-0.004239917255883474,0.008966176807239564,-0.07103435575089723,0.020310727904201163,-0.002451044853733064,0.015155152203394131,-0.060877376816939055,0.021795976987691427,-0.0031633489831372386,0.007786877724546143,1.0
-0.04922927081164907,0.013711662548157588,0.0009664907521599918,0.003626439257744179,-0.05800163612382825,0.01785256618926699,0.003338046532636399,0.008717549151077917,-0.05126844210162851,0.0220402625432813,-0.004239917255883474,0.008966176807239564,-0.07103435575089723,0.020310727904201163,-0.002451044853733064,0.015155152203394131,1.0
-0.04848558811551662,0.010608381984213969,-0.002236005951503519,-0.007824854398844457,-0.04922927081164907,0.013711662548157588,0.0009664907521599918,0.003626439257744179,-0.05800163612382825,0.01785256618926699,0.003338046532636399,0.008717549151077917,-0.05126844210162851,0.0220402625432813,-0.004239917255883474,0.008966176807239564,1.0
-0.053412785891500114,0.008320015680287514,0.0007338523113464268,-0.010832823362477298,-0.04848558811551662,0.010608381984213969,-0.002236005951503519,-0.007824854398844457,-0.04922927081164907,0.013711662548157588,0.0009664907521599918,0.003626439257744179,-0.05800163612382825,0.01785256618926699,0.003338046532636399,0.008717549151077917,1.0
-0.047316377329482684,0.008990276710274631,-0.004765742299094618,-0.004572959019373224,-0.053412785891500114,0.008320015680287514,0.0007338523113464268,-0.010832823362477298,-0.04848558811551662,0.010608381984213969,-0.002236005951503519,-0.007824854398844457,-0.04922927081164907,0.013711662548157588,0.0009664907521599918,0.003626439257744179,1.0
-0.0287350610612771,0.0071138939059944275,-0.0047205046283102245,-0.006513315587834417,-0.047316377329482684,0.008990276710274631,-0.004765742299094618,-0.004572959019373224,-0.053412785891500114,0.008320015680287514,0.0007338523113464268,-0.010832823362477298,-0.04848558811551662,0.010608381984213969,-0.002236005951503519,-0.007824854398844457,1.0
-0.026849167103068616,0.0037810783668463755,-0.0013508895598314677,-0.008174910821238317,-0.0287350610612771,0.0071138939059944275,-0.0047205046283102245,-0.006513315587834417,-0.047316377329482684,0.008990276710274631,-0.004765742299094618,-0.004572959019373224,-0.053412785891500114,0.008320015680287514,0.0007338523113464268,-0.010832823362477298,1.0
-0.006999011839034175,-0.002261846756674932,7.38665616790354e-05,-0.009171019279485007,-0.026849167103068616,0.0037810783668463755,-0.0013508895598314677,-0.008174910821238317,-0.0287350610612771,0.0071138939059944275,-0.0047205046283102245,-0.006513315587834417,-0.047316377329482684,0.008990276710274631,-0.004765742299094618,-0.004572959019373224,1.0
0.0022922114855381537,-0.004173269773262579,-0.003772455122499579,-0.020441649175288353,-0.006999011839034175,-0.002261846756674932,7.38665616790354e-05,-0.009171019279485007,-0.026849167103068616,0.0037810783668463755,-0.0013508895598314677,-0.008174910821238317,-0.0287350610612771,0.0071138939059944275,-0.0047205046283102245,-0.006513315587834417,1.0
0.0027683332202661504,-0.00045096332626633635,-0.003652012192349243,-0.02097342117035476,0.0022922114855381537,-0.004173269773262579,-0.003772455122499579,-0.020441649175288353,-0.006999011839034175,-0.002261846756674932,7.38665616790354e-05,-0.009171019279485007,-0.026849167103068616,0.0037810783668463755,-0.0013508895598314677,-0.008174910821238317,1.0
0.008043623022515156,0.0038702792608179067,-0.004223021030799345,-0.023449143079212937,0.0027683332202661504,-0.00045096332626633635,-0.003652012192349243,-0.02097342117035476,0.0022922114855381537,-0.004173269773262579,-0.003772455122499579,-0.020441649175288353,-0.006999011839034175,-0.002261846756674932,7.38665616790354e-05,-0.009171019279485007,1.0
0.01706254120807582,0.004855061145099394,-0.006683854007434667,-0.020443118920126523,0.008043623022515156,0.0038702792608179067,-0.004223021030799345,-0.023449143079212937,0.0027683332202661504,-0.00045096332626633635,-0.003652012192349243,-0.02097342117035476,0.0022922114855381537,-0.004173269773262579,-0.003772455122499579,-0.020441649175288353,1.0
0.009568708200506038,0.0059446652132079045,-0.0008776811415313694,-0.016636659621663802,0.01706254120807582,0.004855061145099394,-0.006683854007434667,-0.020443118920126523,0.008043623022515156,0.0038702792608179067,-0.004223021030799345,-0.023449143079212937,0.0027683332202661504,-0.00045096332626633635,-0.003652012192349243,-0.02097342117035476,1.0
0.015454637913308034,0.004997084264839258,-0.0006342050605147442,-0.020018729769650048,0.009568708200506038,0.0059446652132079045,-0.0008776811415313694,-0.016636659621663802,0.01706254120807582,0.004855061145099394,-0.006683854007434667,-0.020443118920126523,0.008043623022515156,0.0038702792608179067,-0.004223021030799345,-0.023449143079212937,1.0
0.024620892302197994,0.004748596286532518,0.0011340905883340019,-0.017169317163818046,0.015454637913308034,0.004997084264839258,-0.0006342050605147442,-0.020018729769650048,0.009568708200506038,0.0059446652132079045,-0.0008776811415313694,-0.016636659621663802,0.01706254120807582,0.004855061145099394,-0.006683854007434667,-0.020443118920126523,1.0
0.026442952263078467,0.004185572323114978,-0.0006664232287254708,-0.015072559917704733,0.024620892302197994,0.004748596286532518,0.0011340905883340019,-0.017169317163818046,0.015454637913308034,0.004997084264839258,-0.0006342050605147442,-0.020018729769650048,0.009568708200506038,0.0059446652132079045,-0.0008776811415313694,-0.016636659621663802,1.0
0.02042223702736745,0.006102068341095015,-0.0009340171408475016,-0.015487122868163365,0.026442952263078467,0.004185572323114978,-0.0006664232287254708,-0.015072559917704733,0.024620892302197994,0.004748596286532518,0.0011340905883340019,-0.017169317163818046,0.015454637913308034,0.004997084264839258,-0.0006342050605147442,-0.020018729769650048,1.0
