,EX,Y_star,P_star,RR_star
1996-01-01,-0.013286095256248132,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388
1996-04-01,-0.009484953874606461,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194
1996-07-01,-0.01844417621695804,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743
1996-10-01,-0.013175452171788393,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367
1997-01-01,0.00549734250431122,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814
1997-04-01,0.013510466302632196,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086
1997-07-01,0.013982320365194312,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772
1997-10-01,0.011306294010029916,-0.004139144281965786,-0.008042368983969322,0.008806293350410652
1998-01-01,0.0033954616077433997,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107
1998-04-01,-0.002084139486754566,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363
1998-07-01,-0.006119342770958269,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596
1998-10-01,-0.035338153864167055,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864
1999-01-01,-0.05101956982572631,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779
1999-04-01,-0.03275769807124007,0.000862681546622075,-0.014815139545486807,-0.009034467278665014
1999-07-01,-0.008569127095229945,0.00722797117633642,-0.01289392558991064,-0.009842901253988682
1999-10-01,0.008581598531701928,0.012808269655606897,-0.009191027463135461,-0.004729620449314791
2000-01-01,0.03650308637803512,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974
2000-04-01,0.04389135533069677,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035
2000-07-01,0.04681388725108171,0.021795976987691427,-0.0031633489831372386,0.007786877724546143
2000-10-01,0.04530355344003034,0.020310727904201163,-0.002451044853733064,0.015155152203394131
2001-01-01,0.03183566575627772,0.0220402625432813,-0.004239917255883474,0.008966176807239564
2001-04-01,0.0024780384573510617,0.01785256618926699,0.003338046532636399,0.008717549151077917
2001-07-01,-0.013435143694117357,0.013711662548157588,0.0009664907521599918,0.003626439257744179
2001-10-01,-0.027668146210379163,0.010608381984213969,-0.002236005951503519,-0.007824854398844457
2002-01-01,-0.011746529242614656,0.008320015680287514,0.0007338523113464268,-0.010832823362477298
2002-04-01,-0.006845699952878093,0.008990276710274631,-0.004765742299094618,-0.004572959019373224
2002-07-01,-0.01053651783380083,0.0071138939059944275,-0.0047205046283102245,-0.006513315587834417
2002-10-01,-0.020445879235856168,0.0037810783668463755,-0.0013508895598314677,-0.008174910821238317
2003-01-01,-0.03701235876332376,-0.002261846756674932,7.38665616790354e-05,-0.009171019279485007
2003-04-01,-0.03890634861967257,-0.004173269773262579,-0.003772455122499579,-0.020441649175288353
2003-07-01,-0.04143918398364832,-0.00045096332626633635,-0.003652012192349243,-0.02097342117035476
2003-10-01,-0.03020005442026985,0.0038702792608179067,-0.004223021030799345,-0.023449143079212937
2004-01-01,-0.02412817234328024,0.004855061145099394,-0.006683854007434667,-0.020443118920126523
2004-04-01,-0.016153442844883514,0.0059446652132079045,-0.0008776811415313694,-0.016636659621663802
2004-07-01,-0.010355972825491833,0.004997084264839258,-0.0006342050605147442,-0.020018729769650048
2004-10-01,-0.003007438746591262,0.004748596286532518,0.0011340905883340019,-0.017169317163818046
2005-01-01,-1.1969414520862642e-05,0.004185572323114978,-0.0006664232287254708,-0.015072559917704733
2005-04-01,0.007744225607542177,0.006102068341095015,-0.0009340171408475016,-0.015487122868163365
2005-07-01,0.008781911388551222,0.00971783243220545,0.0029635163918406674,-0.008635197339076913
2005-10-01,0.012607584273872874,0.014790167464285478,0.0027379028972888443,0.001015384855067219
2006-01-01,0.026935900180166783,0.019935213383081733,0.003845694768586486,2.3326859533787813e-05
2006-04-01,0.03205338636242594,0.025298028173677947,0.0063878823490099625,0.0014146755603034022
2006-07-01,0.03489413570699185,0.025531297749981245,0.0046888869776818744,0.0044969406577149915
2006-10-01,0.03836596190355834,0.030635026662017815,0.0010097489791537893,-0.003381527997687352
2007-01-01,0.058767180618575665,0.036033351973534355,0.002343135535231428,-0.0011366490720519234
2007-04-01,0.06238272589849814,0.039296083771649816,0.0031431324638753924,0.00020489552660333857
2007-07-01,0.06015302906972764,0.03996159244988464,0.0027038572259188826,-0.0005546281830457697
2007-10-01,0.05579115647244137,0.04295563416937281,0.0124446563131325,0.021935091971458678
2008-01-01,0.06889343367155831,0.042406349144758035,0.016244119029797752,0.0259965184423483
2008-04-01,0.09228246814777563,0.036056849104550384,0.020112340855633407,0.035125159516115716
2008-07-01,0.07954262761479214,0.026966611649395712,0.024955835183096322,0.04273974202405982
2008-10-01,-0.03386166341362795,0.0036044349875709214,0.008576559065555602,0.021955027166980383
2009-01-01,-0.1087849314253404,-0.024070294469997734,-0.003039863830851299,-0.0033556954237242845
2009-04-01,-0.11164577201462755,-0.027356613990340655,-0.011290802874649179,-0.008742788237960238
2009-07-01,-0.07865902610849318,-0.027168195574080282,-0.015936873290424442,-0.010097328532398649
2009-10-01,-0.06104045987557427,-0.024785868705634696,-0.006407954461242691,-0.012551907584267389
2010-01-01,-0.05037972822602299,-0.02143698017358064,0.002353039246103088,-0.018260503198503898
2010-04-01,-0.002973144516229098,-0.014135635479049908,0.004045318868015984,-0.021639537924927024
2010-07-01,0.004922908664106274,-0.011941351886984216,0.0035089505736944386,-0.022046126182252206
2010-10-01,-0.0010423718499019685,-0.009515019800278607,0.006222720870514607,-0.01914743016104642
2011-01-01,0.021884690183386013,-0.005308589031333788,0.010963194848783423,-0.015667853496707258
2011-04-01,0.021241206686774206,-0.0073771702334175715,0.014474609178802979,-0.008352953016825386
2011-07-01,0.02315992101774178,-0.006398745340897187,0.015597135427639294,-0.006913701794836153
2011-10-01,-0.018593422175744223,-0.009343233013638368,0.015886654934550166,-0.006733782531804959
2012-01-01,0.004304038856068004,-0.009753899468694672,0.012912684378470343,-0.00566686611230123
2012-04-01,-0.008947125879574358,-0.013125189466866687,0.009193783232523397,-0.0060612846083607915
2012-07-01,-0.02294266505721332,-0.013878083484712107,0.009090064512183353,-0.008858037994748028
2012-10-01,-0.03056788289850587,-0.0184786844371122,0.007606240157748473,-0.006530042438868608
2013-01-01,-0.041097892071986664,-0.020463545497117534,0.004092828436378976,-0.005664770899006761
2013-04-01,-0.04161843317900882,-0.01640001559037419,0.0019389498604279497,-0.00653139841362877
2013-07-01,-0.030723656531103316,-0.015068766395448449,0.0030507334778562952,-0.0035234228273196577
2013-10-01,-0.022638095330743013,-0.014616761210612547,-0.00034618049249144213,0.0013610916325715353
2014-01-01,-0.01893923088439209,-0.012375201652079735,-0.0009516169909274633,0.010512504964378515
2014-04-01,-0.010986100218454808,-0.011978807906467923,-3.068059377866734e-05,0.004920831738236213
2014-07-01,-0.0017429952127354653,-0.008472479125527593,-0.0025252492210952444,0.0058457487187030185
2014-10-01,-0.0022812308523860736,-0.006915864695704555,-0.005307386158956406,0.006928037966682507
2015-01-01,-0.001808889884838294,-0.0020588979825877846,-0.01113067659184836,0.006159758378700382
2015-04-01,0.00047110681262907406,-0.001489685112409979,-0.007831835187225248,0.00782410852815767
2015-07-01,-0.01051946978482654,-0.0008848470396306088,-0.008556452040384348,0.006304896740795293
2015-10-01,0.01069388223492318,-0.0008085843066901743,-0.008452719351048849,0.0016619272781879572
2016-01-01,-0.004371097649423561,0.0007304730373780966,-0.008315663873600318,-0.003730289768775619
2016-04-01,0.035979317248802545,-0.0001328867349465702,-0.009186251687608353,0.00020819184278507373
2016-07-01,0.033733651867002834,-0.0007913566297108436,-0.006650538700582048,0.000303553656398755
2016-10-01,0.042484661798741996,0.0027647855961495157,-0.0026216354177109086,0.0014986323333684253
2017-01-01,0.0556429669228784,0.003076788678018422,0.004880031766081289,0.003034366639120933
2017-04-01,0.043410088503406996,0.005865140647755426,0.003063669249174929,0.00026497447353809845
2017-07-01,0.028721995643310905,0.008475166574055639,0.0027497660399123333,0.0010531990913089113
2017-10-01,0.0419872671218009,0.010328771360623528,0.002765963199041374,0.003442124279862646
2018-01-01,0.031206474172488896,0.00694970936671783,0.001581908056364912,0.011658635645833422
2018-04-01,-0.0018274305539183189,0.006903899332515425,0.004782044107602703,0.01105529482218823
2018-07-01,-0.006580301240411757,0.0026736849015666577,0.007491889945998237,0.013802412978611671
2018-10-01,-0.008223434534198049,0.0007374762986440865,0.00579719458012893,0.016352672107303186
