P_1,Y_1_star,P_1_star,RR_1_star,P_2,Y_2_star,P_2_star,RR_2_star,P_3,Y_3_star,P_3_star,RR_3_star,P_4,Y_4_star,P_4_star,RR_4_star,cons
-0.032443280432942465,0.01558973842319186,0.04473877016038317,-0.006495206346585602,-0.03679252349647671,0.017586278843887193,0.033145272141817145,-0.022878103601829267,-0.02842783341431799,0.03454810146873805,0.014950485743871398,-0.038451959806948904,-0.02455836075845795,0.019657368713290446,0.008487005465256246,-0.04448925676356787,1.0
0.0024905960246521808,0.005590848376257883,0.06479718547532448,-9.536157953542182e-05,-0.032443280432942465,0.01558973842319186,0.04473877016038317,-0.006495206346585602,-0.03679252349647671,0.017586278843887193,0.033145272141817145,-0.022878103601829267,-0.02842783341431799,0.03454810146873805,0.014950485743871398,-0.038451959806948904,1.0
0.027873479470702456,-0.018060636324791983,0.07146914556357035,-0.0020271225126798856,0.0024905960246521808,0.005590848376257883,0.06479718547532448,-9.536157953542182e-05,-0.032443280432942465,0.01558973842319186,0.04473877016038317,-0.006495206346585602,-0.03679252349647671,0.017586278843887193,0.033145272141817145,-0.022878103601829267,1.0
0.04868944446128315,-0.026144933345977294,0.058281347428552406,-0.021792164526925156,0.027873479470702456,-0.018060636324791983,0.07146914556357035,-0.0020271225126798856,0.0024905960246521808,0.005590848376257883,0.06479718547532448,-9.536157953542182e-05,-0.032443280432942465,0.01558973842319186,0.04473877016038317,-0.006495206346585602,1.0
0.057292488130679914,-0.03312456322803878,0.057673124921139934,-0.00757785821181799,0.04868944446128315,-0.026144933345977294,0.058281347428552406,-0.021792164526925156,0.027873479470702456,-0.018060636324791983,0.07146914556357035,-0.0020271225126798856,0.0024905960246521808,0.005590848376257883,0.06479718547532448,-9.536157953542182e-05,1.0
0.07391421871813533,-0.029862282833165468,0.045810605655152874,0.011405781900084871,0.057292488130679914,-0.03312456322803878,0.057673124921139934,-0.00757785821181799,0.04868944446128315,-0.026144933345977294,0.058281347428552406,-0.021792164526925156,0.027873479470702456,-0.018060636324791983,0.07146914556357035,-0.0020271225126798856,1.0
0.06693487243183707,-0.035275989717171746,0.04113698255477918,0.031525425113954765,0.07391421871813533,-0.029862282833165468,0.045810605655152874,0.011405781900084871,0.057292488130679914,-0.03312456322803878,0.057673124921139934,-0.00757785821181799,0.04868944446128315,-0.026144933345977294,0.058281347428552406,-0.021792164526925156,1.0
0.06303936149936598,-0.03413828707972915,0.04338357706039606,0.04363793718156022,0.06693487243183707,-0.035275989717171746,0.04113698255477918,0.031525425113954765,0.07391421871813533,-0.029862282833165468,0.045810605655152874,0.011405781900084871,0.057292488130679914,-0.03312456322803878,0.057673124921139934,-0.00757785821181799,1.0
0.05152257028748758,-0.044661059789595906,0.039266000074116326,0.03211127129595829,0.06303936149936598,-0.03413828707972915,0.04338357706039606,0.04363793718156022,0.06693487243183707,-0.035275989717171746,0.04113698255477918,0.031525425113954765,0.07391421871813533,-0.029862282833165468,0.045810605655152874,0.011405781900084871,1.0
0.04711273766588808,-0.05808634707854348,0.02998491876305303,0.03291230782457921,0.05152257028748758,-0.044661059789595906,0.039266000074116326,0.03211127129595829,0.06303936149936598,-0.03413828707972915,0.04338357706039606,0.04363793718156022,0.06693487243183707,-0.035275989717171746,0.04113698255477918,0.031525425113954765,1.0
0.03909142479379328,-0.06069625004784848,0.024182051963916918,0.04045851497062522,0.04711273766588808,-0.05808634707854348,0.02998491876305303,0.03291230782457921,0.05152257028748758,-0.044661059789595906,0.039266000074116326,0.03211127129595829,0.06303936149936598,-0.03413828707972915,0.04338357706039606,0.04363793718156022,1.0
0.03756606064070882,-0.0691989679865882,0.015071321459487207,0.03107090671679676,0.03909142479379328,-0.06069625004784848,0.024182051963916918,0.04045851497062522,0.04711273766588808,-0.05808634707854348,0.02998491876305303,0.03291230782457921,0.05152257028748758,-0.044661059789595906,0.039266000074116326,0.03211127129595829,1.0
0.04567913031218107,-0.07406806255196557,0.008332130245896918,0.014461835372440232,0.03756606064070882,-0.0691989679865882,0.015071321459487207,0.03107090671679676,0.03909142479379328,-0.06069625004784848,0.024182051963916918,0.04045851497062522,0.04711273766588808,-0.05808634707854348,0.02998491876305303,0.03291230782457921,1.0
