IM_1,Y_1_star,P_1_star,RR_1_star,IM_2,Y_2_star,P_2_star,RR_2_star,IM_3,Y_3_star,P_3_star,RR_3_star,IM_4,Y_4_star,P_4_star,RR_4_star,cons
0.11603966909239283,0.0511093889537286,-0.042531043066406905,-0.006771694460245904,0.03624811070171852,0.0563746043660114,-0.04772373023578909,-0.005378437971169421,0.013232757449594956,0.05679628520847953,-0.04510739958277925,-0.0025482102400309495,0.06339049157820575,0.04992421602457108,-0.025445397056404168,-0.00028655470227306854,1.0
0.1388160889536465,0.05719413653410537,-0.0393939424825251,-0.0041183624058601055,0.11603966909239283,0.0511093889537286,-0.042531043066406905,-0.006771694460245904,0.03624811070171852,0.0563746043660114,-0.04772373023578909,-0.005378437971169421,0.013232757449594956,0.05679628520847953,-0.04510739958277925,-0.0025482102400309495,1.0
0.12728140499057616,0.05183894527443434,-0.03705648903486363,0.00293923245984363,0.1388160889536465,0.05719413653410537,-0.0393939424825251,-0.0041183624058601055,0.11603966909239283,0.0511093889537286,-0.042531043066406905,-0.006771694460245904,0.03624811070171852,0.0563746043660114,-0.04772373023578909,-0.005378437971169421,1.0
0.10128732079346037,0.0503850949343775,-0.029167485874321934,0.016523110836023588,0.12728140499057616,0.05183894527443434,-0.03705648903486363,0.00293923245984363,0.1388160889536465,0.05719413653410537,-0.0393939424825251,-0.0041183624058601055,0.11603966909239283,0.0511093889537286,-0.042531043066406905,-0.006771694460245904,1.0
0.12102568032670646,0.03729543061704696,-0.017682771847293662,0.017654342836725453,0.10128732079346037,0.0503850949343775,-0.029167485874321934,0.016523110836023588,0.12728140499057616,0.05183894527443434,-0.03705648903486363,0.00293923245984363,0.1388160889536465,0.05719413653410537,-0.0393939424825251,-0.0041183624058601055,1.0
0.07428564817889516,0.026510847249254805,-0.008451462728227202,0.02244034441776477,0.12102568032670646,0.03729543061704696,-0.017682771847293662,0.017654342836725453,0.10128732079346037,0.0503850949343775,-0.029167485874321934,0.016523110836023588,0.12728140499057616,0.05183894527443434,-0.03705648903486363,0.00293923245984363,1.0
0.06903226041503707,0.020260579447271047,0.0011111289972665615,0.021913540861069853,0.07428564817889516,0.026510847249254805,-0.008451462728227202,0.02244034441776477,0.12102568032670646,0.03729543061704696,-0.017682771847293662,0.017654342836725453,0.10128732079346037,0.0503850949343775,-0.029167485874321934,0.016523110836023588,1.0
0.05550536476916612,0.020221706487790553,-0.0019065206108195897,0.01928543955562024,0.06903226041503707,0.020260579447271047,0.0011111289972665615,0.021913540861069853,0.07428564817889516,0.026510847249254805,-0.008451462728227202,0.02244034441776477,0.12102568032670646,0.03729543061704696,-0.017682771847293662,0.017654342836725453,1.0
-0.01766656232753583,0.0023943523668833646,-0.0005296716855263149,0.013246237012796964,0.05550536476916612,0.020221706487790553,-0.0019065206108195897,0.01928543955562024,0.06903226041503707,0.020260579447271047,0.0011111289972665615,0.021913540861069853,0.07428564817889516,0.026510847249254805,-0.008451462728227202,0.02244034441776477,1.0
-0.016844186479703538,0.018664603159084883,0.00918765191672894,-0.0032336303394032507,-0.01766656232753583,0.0023943523668833646,-0.0005296716855263149,0.013246237012796964,0.05550536476916612,0.020221706487790553,-0.0019065206108195897,0.01928543955562024,0.06903226041503707,0.020260579447271047,0.0011111289972665615,0.021913540861069853,1.0
0.04012313667850087,0.01579418376881588,-0.001225792176978524,0.00355734166595884,-0.016844186479703538,0.018664603159084883,0.00918765191672894,-0.0032336303394032507,-0.01766656232753583,0.0023943523668833646,-0.0005296716855263149,0.013246237012796964,0.05550536476916612,0.020221706487790553,-0.0019065206108195897,0.01928543955562024,1.0
0.08007473501825224,0.015375632135528948,0.012718875726320335,0.011413833098168671,0.04012313667850087,0.01579418376881588,-0.001225792176978524,0.00355734166595884,-0.016844186479703538,0.018664603159084883,0.00918765191672894,-0.0032336303394032507,-0.01766656232753583,0.0023943523668833646,-0.0005296716855263149,0.013246237012796964,1.0
0.08554505664648104,0.008784757336172186,-0.006361385139822017,-0.0010331413304712242,0.08007473501825224,0.015375632135528948,0.012718875726320335,0.011413833098168671,0.04012313667850087,0.01579418376881588,-0.001225792176978524,0.00355734166595884,-0.016844186479703538,0.018664603159084883,0.00918765191672894,-0.0032336303394032507,1.0
0.07388111687918375,0.017117095907409684,-0.013908806903855181,-0.01693800519910166,0.08554505664648104,0.008784757336172186,-0.006361385139822017,-0.0010331413304712242,0.08007473501825224,0.015375632135528948,0.012718875726320335,0.011413833098168671,0.04012313667850087,0.01579418376881588,-0.001225792176978524,0.00355734166595884,1.0
