NX_1,Y_1_star,P_1_star,RR_1_star,NX_2,Y_2_star,P_2_star,RR_2_star,NX_3,Y_3_star,P_3_star,RR_3_star,NX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.011041101708087808,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,-0.004315179267786462,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,0.010190807628125853,-0.010035757782046732,-0.0075976223664107985,0.003364754118869524,0.027097096198671622,-0.010082834400635466,-0.00445798998518211,0.0072934186009892855,1.0
-0.010302929337834499,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,-0.011041101708087808,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,-0.004315179267786462,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,0.010190807628125853,-0.010035757782046732,-0.0075976223664107985,0.003364754118869524,1.0
-0.0027260492886451715,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,-0.010302929337834499,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,-0.011041101708087808,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,-0.004315179267786462,-0.010563302104920699,-0.007650863520997403,0.0016672821226279774,1.0
-0.00035962466603756127,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,-0.0027260492886451715,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,-0.010302929337834499,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,-0.011041101708087808,-0.01380622496528559,-0.007679215829460804,-0.0027174445474745916,1.0
0.0026343650080065117,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,-0.00035962466603756127,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,-0.0027260492886451715,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,-0.010302929337834499,-0.01469964801823911,-0.008341443486941602,-0.008346671163396388,1.0
0.005059549436158051,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,0.0026343650080065117,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,-0.00035962466603756127,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,-0.0027260492886451715,-0.017026614588907515,-0.007783150237947088,-0.004857066786535194,1.0
-9.655652542939208e-05,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,0.005059549436158051,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,0.0026343650080065117,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,-0.00035962466603756127,-0.014695524930967587,-0.00949289283811969,-0.009241357648971743,1.0
0.002954189019135356,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-9.655652542939208e-05,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,0.005059549436158051,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,0.0026343650080065117,-0.014640968536168898,-0.009003957916493114,-0.007661311566627367,1.0
0.006650213325105625,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,0.002954189019135356,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-9.655652542939208e-05,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,0.005059549436158051,-0.013377841497344223,-0.01046012873657621,-0.0005520104232652814,1.0
0.0051338936515641365,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,0.006650213325105625,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,0.002954189019135356,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,-9.655652542939208e-05,-0.008188013640884211,-0.013259255684576298,-0.0009611976372580086,1.0
-0.005261981596815346,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,0.0051338936515641365,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,0.006650213325105625,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,0.002954189019135356,-0.0070512239731428525,-0.00885356825791398,0.004107079909599772,1.0
-0.015679526338701066,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,-0.005261981596815346,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,0.0051338936515641365,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,0.006650213325105625,-0.004139144281965786,-0.008042368983969322,0.008806293350410652,1.0
-0.025471515998708227,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,-0.015679526338701066,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,-0.005261981596815346,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,0.0051338936515641365,-0.0016889321649380701,-0.010737352980856594,0.009057922787226107,1.0
-0.01479479526522276,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,-0.025471515998708227,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,-0.015679526338701066,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,-0.005261981596815346,-0.0019762126645182466,-0.010176369180549821,0.006233829881965363,1.0
-0.00218735011623572,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,-0.01479479526522276,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,-0.025471515998708227,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,-0.015679526338701066,-0.0006810794706937441,-0.014000208012793947,0.0037266282157730596,1.0
0.004631767799255115,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,-0.00218735011623572,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,-0.01479479526522276,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,-0.025471515998708227,-0.0028726253148645244,-0.016504531531853092,0.0001908442139817864,1.0
0.005502157062382551,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,0.004631767799255115,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,-0.00218735011623572,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,-0.01479479526522276,0.0014899440332007104,-0.017488384206378427,-0.009183535595973779,1.0
-0.004507507823801049,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,0.005502157062382551,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,0.004631767799255115,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,-0.00218735011623572,0.000862681546622075,-0.014815139545486807,-0.009034467278665014,1.0
-0.01060500473971615,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035,-0.004507507823801049,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,0.005502157062382551,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,0.004631767799255115,0.00722797117633642,-0.01289392558991064,-0.009842901253988682,1.0
-0.023279658175466622,0.021795976987691427,-0.0031633489831372386,0.007786877724546143,-0.01060500473971615,0.022559453191629126,-0.005720177286615781,-0.0020821256651534035,-0.004507507823801049,0.01917149114964821,-0.004830972987050119,-0.0034435870897780974,0.005502157062382551,0.012808269655606897,-0.009191027463135461,-0.004729620449314791,1.0
