Y_1,Y_1_star,P_1_star,RR_1_star,Y_2,Y_2_star,P_2_star,RR_2_star,Y_3,Y_3_star,P_3_star,RR_3_star,Y_4,Y_4_star,P_4_star,RR_4_star,cons
-0.0055317574497397715,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,-0.0015777399207230758,-0.010501589147560879,-0.009095315565252378,0.002937863166240172,0.004884999481198804,-0.01001182988997832,-0.007971982890376431,0.003972106825715754,0.004017381684183974,-0.010122947351746459,-0.00652227997616898,0.0009460737251168139,1.0
-0.00827415241501761,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,-0.0055317574497397715,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,-0.0015777399207230758,-0.010501589147560879,-0.009095315565252378,0.002937863166240172,0.004884999481198804,-0.01001182988997832,-0.007971982890376431,0.003972106825715754,1.0
-0.006848472220385204,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,-0.00827415241501761,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,-0.0055317574497397715,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,-0.0015777399207230758,-0.010501589147560879,-0.009095315565252378,0.002937863166240172,1.0
-0.003743785307323222,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,-0.006848472220385204,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,-0.00827415241501761,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,-0.0055317574497397715,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,1.0
-0.011155480057430722,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,-0.003743785307323222,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,-0.006848472220385204,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,-0.00827415241501761,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,1.0
-0.004922348133433729,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,-0.011155480057430722,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,-0.003743785307323222,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,-0.006848472220385204,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,1.0
-0.005788978554717161,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,-0.004922348133433729,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,-0.011155480057430722,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,-0.003743785307323222,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,1.0
-0.0026004931252874286,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635,-0.005788978554717161,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,-0.004922348133433729,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,-0.011155480057430722,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,1.0
-0.0054487004641288195,-0.001305072715110459,-0.012460348809301547,0.0035991820465477416,-0.0026004931252874286,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635,-0.005788978554717161,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,-0.004922348133433729,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,1.0
-0.0004244796087675695,0.00021958909222370295,-0.0146927273542483,0.001304477735964202,-0.0054487004641288195,-0.001305072715110459,-0.012460348809301547,0.0035991820465477416,-0.0026004931252874286,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635,-0.005788978554717161,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,1.0
