EX_1,Y_1_star,P_1_star,RR_1_star,EX_2,Y_2_star,P_2_star,RR_2_star,EX_3,Y_3_star,P_3_star,RR_3_star,EX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.004630996345969862,-0.007539757933572682,-0.01064926693451912,0.005344628636578572,-8.349957191988722e-05,-0.005921524976134678,-0.010047270177644929,0.007670335879393266,0.020247476170371925,-0.0072495879409861744,-0.008581239062007754,0.007266688306564761,0.05495637747286786,-0.007949389251285887,-0.006897196913144944,0.004139358872421601,1.0
0.009751386886858171,-0.007304438487871837,-0.012842673190477117,-0.00038780010284332565,-0.004630996345969862,-0.007539757933572682,-0.01064926693451912,0.005344628636578572,-8.349957191988722e-05,-0.005921524976134678,-0.010047270177644929,0.007670335879393266,0.020247476170371925,-0.0072495879409861744,-0.008581239062007754,0.007266688306564761,1.0
0.016891300476872928,-0.00874789631884539,-0.012912621842263916,-0.0026208795273467375,0.009751386886858171,-0.007304438487871837,-0.012842673190477117,-0.00038780010284332565,-0.004630996345969862,-0.007539757933572682,-0.01064926693451912,0.005344628636578572,-8.349957191988722e-05,-0.005921524976134678,-0.010047270177644929,0.007670335879393266,1.0
-0.011236473035811656,-0.007023933921551791,-0.013985198348327234,-0.007133318171887718,0.016891300476872928,-0.00874789631884539,-0.012912621842263916,-0.0026208795273467375,0.009751386886858171,-0.007304438487871837,-0.012842673190477117,-0.00038780010284332565,-0.004630996345969862,-0.007539757933572682,-0.01064926693451912,0.005344628636578572,1.0
-0.016796691561150823,-0.00848236618124078,-0.0127721360445698,-0.009732223429162603,-0.011236473035811656,-0.007023933921551791,-0.013985198348327234,-0.007133318171887718,0.016891300476872928,-0.00874789631884539,-0.012912621842263916,-0.0026208795273467375,0.009751386886858171,-0.007304438487871837,-0.012842673190477117,-0.00038780010284332565,1.0
-0.024748898114333784,-0.0048648531742290484,-0.01234895735292037,-0.006577468283279569,-0.016796691561150823,-0.00848236618124078,-0.0127721360445698,-0.009732223429162603,-0.011236473035811656,-0.007023933921551791,-0.013985198348327234,-0.007133318171887718,0.016891300476872928,-0.00874789631884539,-0.012912621842263916,-0.0026208795273467375,1.0
-0.010010686228907772,0.0014926878379970382,-0.013712494095018301,-0.006119587288121452,-0.024748898114333784,-0.0048648531742290484,-0.01234895735292037,-0.006577468283279569,-0.016796691561150823,-0.00848236618124078,-0.0127721360445698,-0.009732223429162603,-0.011236473035811656,-0.007023933921551791,-0.013985198348327234,-0.007133318171887718,1.0
-0.023224094663220285,0.0015276821692342482,-0.010310356332726563,-0.0003483246281328838,-0.010010686228907772,0.0014926878379970382,-0.013712494095018301,-0.006119587288121452,-0.024748898114333784,-0.0048648531742290484,-0.01234895735292037,-0.006577468283279569,-0.016796691561150823,-0.00848236618124078,-0.0127721360445698,-0.009732223429162603,1.0
-0.0266089422131639,0.006143333281123292,-0.008874899957729651,0.004379753151108398,-0.023224094663220285,0.0015276821692342482,-0.010310356332726563,-0.0003483246281328838,-0.010010686228907772,0.0014926878379970382,-0.013712494095018301,-0.006119587288121452,-0.024748898114333784,-0.0048648531742290484,-0.01234895735292037,-0.006577468283279569,1.0
-0.03764811484555608,0.005480375224187162,-0.011166018387496073,0.002580370163765445,-0.0266089422131639,0.006143333281123292,-0.008874899957729651,0.004379753151108398,-0.023224094663220285,0.0015276821692342482,-0.010310356332726563,-0.0003483246281328838,-0.010010686228907772,0.0014926878379970382,-0.013712494095018301,-0.006119587288121452,1.0
-0.08811632704751027,0.005459661207054359,-0.01125325091848567,0.0020899180399582573,-0.03764811484555608,0.005480375224187162,-0.011166018387496073,0.002580370163765445,-0.0266089422131639,0.006143333281123292,-0.008874899957729651,0.004379753151108398,-0.023224094663220285,0.0015276821692342482,-0.010310356332726563,-0.0003483246281328838,1.0
-0.010502954682912957,0.0031243021508403452,-0.014253388459053582,0.0029824286969398284,-0.08811632704751027,0.005459661207054359,-0.01125325091848567,0.0020899180399582573,-0.03764811484555608,0.005480375224187162,-0.011166018387496073,0.002580370163765445,-0.0266089422131639,0.006143333281123292,-0.008874899957729651,0.004379753151108398,1.0
-0.04812656363344381,0.0021980400167803432,-0.015432309964048917,-0.001409542983550156,-0.010502954682912957,0.0031243021508403452,-0.014253388459053582,0.0029824286969398284,-0.08811632704751027,0.005459661207054359,-0.01125325091848567,0.0020899180399582573,-0.03764811484555608,0.005480375224187162,-0.011166018387496073,0.002580370163765445,1.0
-0.005697934528221538,0.004684203191934699,-0.016558180995024235,-0.009204564088619784,-0.04812656363344381,0.0021980400167803432,-0.015432309964048917,-0.001409542983550156,-0.010502954682912957,0.0031243021508403452,-0.014253388459053582,0.0029824286969398284,-0.08811632704751027,0.005459661207054359,-0.01125325091848567,0.0020899180399582573,1.0
-0.017441442083342196,0.0031998831012212746,-0.014577481087274217,-0.012341319642424364,-0.005697934528221538,0.004684203191934699,-0.016558180995024235,-0.009204564088619784,-0.04812656363344381,0.0021980400167803432,-0.015432309964048917,-0.001409542983550156,-0.010502954682912957,0.0031243021508403452,-0.014253388459053582,0.0029824286969398284,1.0
-0.006569612169904815,0.008673247050892941,-0.013296117971052868,-0.014242005712235797,-0.017441442083342196,0.0031998831012212746,-0.014577481087274217,-0.012341319642424364,-0.005697934528221538,0.004684203191934699,-0.016558180995024235,-0.009204564088619784,-0.04812656363344381,0.0021980400167803432,-0.015432309964048917,-0.001409542983550156,1.0
0.020448685158450886,0.015376363487664784,-0.010474725719188739,-0.00937575872832407,-0.006569612169904815,0.008673247050892941,-0.013296117971052868,-0.014242005712235797,-0.017441442083342196,0.0031998831012212746,-0.014577481087274217,-0.012341319642424364,-0.005697934528221538,0.004684203191934699,-0.016558180995024235,-0.009204564088619784,1.0
0.004945268240700074,0.019675863373615706,-0.006639168253386188,-0.007917013805762011,0.020448685158450886,0.015376363487664784,-0.010474725719188739,-0.00937575872832407,-0.006569612169904815,0.008673247050892941,-0.013296117971052868,-0.014242005712235797,-0.017441442083342196,0.0031998831012212746,-0.014577481087274217,-0.012341319642424364,1.0
0.03759572683633117,0.022992716021789542,-0.006542824653772784,-0.008384745147585512,0.004945268240700074,0.019675863373615706,-0.006639168253386188,-0.007917013805762011,0.020448685158450886,0.015376363487664784,-0.010474725719188739,-0.00937575872832407,-0.006569612169904815,0.008673247050892941,-0.013296117971052868,-0.014242005712235797,1.0
0.08289678531641087,0.022189311629114437,-0.0039809163624318095,-0.00011576273083805681,0.03759572683633117,0.022992716021789542,-0.006542824653772784,-0.008384745147585512,0.004945268240700074,0.019675863373615706,-0.006639168253386188,-0.007917013805762011,0.020448685158450886,0.015376363487664784,-0.010474725719188739,-0.00937575872832407,1.0
0.09344167910646206,0.01850539212526101,-0.0033792810729918127,0.00671147122714375,0.08289678531641087,0.022189311629114437,-0.0039809163624318095,-0.00011576273083805681,0.03759572683633117,0.022992716021789542,-0.006542824653772784,-0.008384745147585512,0.004945268240700074,0.019675863373615706,-0.006639168253386188,-0.007917013805762011,1.0
0.06778112450205498,0.019467828457115893,-0.002564413705922708,0.003935409418055501,0.09344167910646206,0.01850539212526101,-0.0033792810729918127,0.00671147122714375,0.08289678531641087,0.022189311629114437,-0.0039809163624318095,-0.00011576273083805681,0.03759572683633117,0.022992716021789542,-0.006542824653772784,-0.008384745147585512,1.0
0.037733546583375244,0.014730672988397713,0.004772290509235829,0.006644892508857955,0.06778112450205498,0.019467828457115893,-0.002564413705922708,0.003935409418055501,0.09344167910646206,0.01850539212526101,-0.0033792810729918127,0.00671147122714375,0.08289678531641087,0.022189311629114437,-0.0039809163624318095,-0.00011576273083805681,1.0
