P_1,Y_1_star,P_1_star,RR_1_star,P_2,Y_2_star,P_2_star,RR_2_star,P_3,Y_3_star,P_3_star,RR_3_star,P_4,Y_4_star,P_4_star,RR_4_star,cons
0.0032900884179228596,-0.0052860595896639575,0.0033209413376445317,-0.011198090276682638,0.006780972989465783,-0.004310759671613988,-0.0007841812911224011,-0.011558574620962615,-0.005111242730296686,-0.005864034381762543,-0.004887061916442714,-0.007505846305970294,-0.00494843715914306,-0.01006431122246134,-0.010006553835798003,-0.009536252782466916,1.0
-0.007928059502492493,-0.003835257499560687,0.006040583622114751,-0.006246741674258824,0.0032900884179228596,-0.0052860595896639575,0.0033209413376445317,-0.011198090276682638,0.006780972989465783,-0.004310759671613988,-0.0007841812911224011,-0.011558574620962615,-0.005111242730296686,-0.005864034381762543,-0.004887061916442714,-0.007505846305970294,1.0
-0.00784800661950466,0.0020679924127473145,0.0062047286932039375,-0.006101215749707943,-0.007928059502492493,-0.003835257499560687,0.006040583622114751,-0.006246741674258824,0.0032900884179228596,-0.0052860595896639575,0.0033209413376445317,-0.011198090276682638,0.006780972989465783,-0.004310759671613988,-0.0007841812911224011,-0.011558574620962615,1.0
0.025669787673022165,0.0032653059875517804,0.012591212392626937,0.002280935652042328,-0.00784800661950466,0.0020679924127473145,0.0062047286932039375,-0.006101215749707943,-0.007928059502492493,-0.003835257499560687,0.006040583622114751,-0.006246741674258824,0.0032900884179228596,-0.0052860595896639575,0.0033209413376445317,-0.011198090276682638,1.0
0.0323681413331314,0.005566806821917185,0.015823215163662193,0.008590731444229002,0.025669787673022165,0.0032653059875517804,0.012591212392626937,0.002280935652042328,-0.00784800661950466,0.0020679924127473145,0.0062047286932039375,-0.006101215749707943,-0.007928059502492493,-0.003835257499560687,0.006040583622114751,-0.006246741674258824,1.0
0.06435660764904734,0.00950395137425541,0.01599812417057268,0.011630354259491252,0.0323681413331314,0.005566806821917185,0.015823215163662193,0.008590731444229002,0.025669787673022165,0.0032653059875517804,0.012591212392626937,0.002280935652042328,-0.00784800661950466,0.0020679924127473145,0.0062047286932039375,-0.006101215749707943,1.0
0.06130702402086094,0.0054389025381057065,0.0171025449560084,0.008295439032527623,0.06435660764904734,0.00950395137425541,0.01599812417057268,0.011630354259491252,0.0323681413331314,0.005566806821917185,0.015823215163662193,0.008590731444229002,0.025669787673022165,0.0032653059875517804,0.012591212392626937,0.002280935652042328,1.0
0.03360338753157742,0.0040171848663404335,0.011504413480978727,0.0032231007414058157,0.06130702402086094,0.0054389025381057065,0.0171025449560084,0.008295439032527623,0.06435660764904734,0.00950395137425541,0.01599812417057268,0.011630354259491252,0.0323681413331314,0.005566806821917185,0.015823215163662193,0.008590731444229002,1.0
0.014175644903973654,0.0047104090325097,0.00857610479677141,-0.004368770818447816,0.03360338753157742,0.0040171848663404335,0.011504413480978727,0.0032231007414058157,0.06130702402086094,0.0054389025381057065,0.0171025449560084,0.008295439032527623,0.06435660764904734,0.00950395137425541,0.01599812417057268,0.011630354259491252,1.0
-0.027621213437873663,0.003980844923569298,0.005470414478354282,-0.01493031101652742,0.014175644903973654,0.0047104090325097,0.00857610479677141,-0.004368770818447816,0.03360338753157742,0.0040171848663404335,0.011504413480978727,0.0032231007414058157,0.06130702402086094,0.0054389025381057065,0.0171025449560084,0.008295439032527623,1.0
-0.03254207736328364,0.001649597612646849,0.007356607331439851,-0.016912971167902816,-0.027621213437873663,0.003980844923569298,0.005470414478354282,-0.01493031101652742,0.014175644903973654,0.0047104090325097,0.00857610479677141,-0.004368770818447816,0.03360338753157742,0.0040171848663404335,0.011504413480978727,0.0032231007414058157,1.0
-0.04196654110848606,0.005977080560239695,0.016118861030395063,-0.01815399679926448,-0.03254207736328364,0.001649597612646849,0.007356607331439851,-0.016912971167902816,-0.027621213437873663,0.003980844923569298,0.005470414478354282,-0.01493031101652742,0.014175644903973654,0.0047104090325097,0.00857610479677141,-0.004368770818447816,1.0
-0.032619225841796676,0.009376763714514534,0.019639673004866687,-0.008991771770966451,-0.04196654110848606,0.005977080560239695,0.016118861030395063,-0.01815399679926448,-0.03254207736328364,0.001649597612646849,0.007356607331439851,-0.016912971167902816,-0.027621213437873663,0.003980844923569298,0.005470414478354282,-0.01493031101652742,1.0
-0.014884088769390305,0.014178639762750262,0.024994048603304318,-0.0055347625670386655,-0.032619225841796676,0.009376763714514534,0.019639673004866687,-0.008991771770966451,-0.04196654110848606,0.005977080560239695,0.016118861030395063,-0.01815399679926448,-0.03254207736328364,0.001649597612646849,0.007356607331439851,-0.016912971167902816,1.0
-0.011609552013861636,0.017206120894182976,0.023107264380224625,-0.004278726104155367,-0.014884088769390305,0.014178639762750262,0.024994048603304318,-0.0055347625670386655,-0.032619225841796676,0.009376763714514534,0.019639673004866687,-0.008991771770966451,-0.04196654110848606,0.005977080560239695,0.016118861030395063,-0.01815399679926448,1.0
-0.007277761252510007,0.014692580195528696,0.018923899292048577,0.005838269735106218,-0.011609552013861636,0.017206120894182976,0.023107264380224625,-0.004278726104155367,-0.014884088769390305,0.014178639762750262,0.024994048603304318,-0.0055347625670386655,-0.032619225841796676,0.009376763714514534,0.019639673004866687,-0.008991771770966451,1.0
-0.00425449152745027,0.01425029598922203,0.017294600084476447,0.013636973460365047,-0.007277761252510007,0.014692580195528696,0.018923899292048577,0.005838269735106218,-0.011609552013861636,0.017206120894182976,0.023107264380224625,-0.004278726104155367,-0.014884088769390305,0.014178639762750262,0.024994048603304318,-0.0055347625670386655,1.0
