IM_1,Y_1_star,P_1_star,RR_1_star,IM_2,Y_2_star,P_2_star,RR_2_star,IM_3,Y_3_star,P_3_star,RR_3_star,IM_4,Y_4_star,P_4_star,RR_4_star,cons
0.03828378419469303,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.06785916102458422,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,-0.014206181058836975,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,0.05620051157186978,-0.012779125896134218,-0.010066457643382673,0.002288801854654431,1.0
-0.015619632738367528,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,0.03828378419469303,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.06785916102458422,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,-0.014206181058836975,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,1.0
-0.009034019462374587,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.015619632738367528,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,0.03828378419469303,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.06785916102458422,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,1.0
0.004943339716428241,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,-0.009034019462374587,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.015619632738367528,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,0.03828378419469303,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,1.0
0.07403007170861997,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,0.004943339716428241,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,-0.009034019462374587,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.015619632738367528,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,1.0
-0.078058368730332,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,0.07403007170861997,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,0.004943339716428241,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,-0.009034019462374587,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,1.0
-0.033348391954445944,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.078058368730332,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,0.07403007170861997,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,0.004943339716428241,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,1.0
-0.021371074042152216,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,-0.033348391954445944,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.078058368730332,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,0.07403007170861997,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,1.0
0.014661341772445269,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.021371074042152216,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,-0.033348391954445944,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.078058368730332,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,1.0
0.13245040578597767,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,0.014661341772445269,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.021371074042152216,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,-0.033348391954445944,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,1.0
0.04977315749442823,0.003647708666261583,-0.01214751604920773,0.002482500212010236,0.13245040578597767,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,0.014661341772445269,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.021371074042152216,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,1.0
0.0864295689987582,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,0.04977315749442823,0.003647708666261583,-0.01214751604920773,0.002482500212010236,0.13245040578597767,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,0.014661341772445269,0.003176635345482489,-0.009639178601860676,0.004710440250215022,1.0
0.03165254467445244,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,0.0864295689987582,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,0.04977315749442823,0.003647708666261583,-0.01214751604920773,0.002482500212010236,0.13245040578597767,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,1.0
-0.0025359410840568586,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,0.03165254467445244,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,0.0864295689987582,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,0.04977315749442823,0.003647708666261583,-0.01214751604920773,0.002482500212010236,1.0
0.07629931447258187,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.0025359410840568586,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,0.03165254467445244,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,0.0864295689987582,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,1.0
0.03217556562451307,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,0.07629931447258187,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.0025359410840568586,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,0.03165254467445244,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,1.0
-0.00010399304314034907,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,0.03217556562451307,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,0.07629931447258187,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.0025359410840568586,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,1.0
0.00555784890493527,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,-0.00010399304314034907,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,0.03217556562451307,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,0.07629931447258187,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,1.0
0.06955487223532231,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,0.00555784890493527,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,-0.00010399304314034907,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,0.03217556562451307,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,1.0
0.03316570927300333,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,0.06955487223532231,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,0.00555784890493527,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,-0.00010399304314034907,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,1.0
0.02759000259019828,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,0.03316570927300333,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,0.06955487223532231,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,0.00555784890493527,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,1.0
0.044378392003473266,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,0.02759000259019828,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,0.03316570927300333,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,0.06955487223532231,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,1.0
-0.17926074727892427,0.02065346405824766,0.004609709686599402,0.0074098871556175176,0.044378392003473266,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,0.02759000259019828,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,0.03316570927300333,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,1.0
-0.12409785866665146,0.016294772534919302,0.0005488351813372425,0.002974271025511249,-0.17926074727892427,0.02065346405824766,0.004609709686599402,0.0074098871556175176,0.044378392003473266,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,0.02759000259019828,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,1.0
-0.2650171414757718,0.01314632608147234,-0.004069555043462289,-0.009255175216103773,-0.12409785866665146,0.016294772534919302,0.0005488351813372425,0.002974271025511249,-0.17926074727892427,0.02065346405824766,0.004609709686599402,0.0074098871556175176,0.044378392003473266,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,1.0
-0.16091583132518394,0.010223717074019045,-0.003794885216796686,-0.012672105994040624,-0.2650171414757718,0.01314632608147234,-0.004069555043462289,-0.009255175216103773,-0.12409785866665146,0.016294772534919302,0.0005488351813372425,0.002974271025511249,-0.17926074727892427,0.02065346405824766,0.004609709686599402,0.0074098871556175176,1.0
