NX_1,Y_1_star,P_1_star,RR_1_star,NX_2,Y_2_star,P_2_star,RR_2_star,NX_3,Y_3_star,P_3_star,RR_3_star,NX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.01065628059832413,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,0.005369096524026062,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,0.004435771563693791,-0.010654543163769988,-0.00880381364063834,-0.003597080533712072,0.01260235251477404,-0.012102107348759926,-0.008862627438578297,-0.004857365880868001,1.0
0.006113964198563693,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.01065628059832413,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,0.005369096524026062,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,0.004435771563693791,-0.010654543163769988,-0.00880381364063834,-0.003597080533712072,1.0
-0.004767080738693252,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,0.006113964198563693,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.01065628059832413,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,0.005369096524026062,-0.010125643517613768,-0.009801267782939155,-0.007982954891077306,1.0
0.005651291672942094,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,-0.004767080738693252,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,0.006113964198563693,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,-0.01065628059832413,-0.010260918076383917,-0.008261969369362517,-0.009097883173626437,1.0
0.0020274982250008122,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,0.005651291672942094,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,-0.004767080738693252,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,0.006113964198563693,-0.008228934144278591,-0.00988325557695344,-0.004188259596739344,1.0
-0.018599248476995456,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,0.0020274982250008122,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,0.005651291672942094,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,-0.004767080738693252,-0.001902233999671531,-0.012670238739207208,-0.006559318034461364,1.0
0.00015410273907257022,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.018599248476995456,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,0.0020274982250008122,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,0.005651291672942094,-0.0008538151975686727,-0.009098242886623682,-0.0006485653136169819,1.0
-0.007231556638489067,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,0.00015410273907257022,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.018599248476995456,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,0.0020274982250008122,0.0022564581092658935,-0.009036696901488393,0.0037423922351812527,1.0
0.0016495955285105168,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.007231556638489067,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,0.00015410273907257022,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,-0.018599248476995456,0.0021897838715896024,-0.011857697153892836,0.0022848735479655533,1.0
-0.0009862237949338493,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,0.0016495955285105168,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.007231556638489067,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,0.00015410273907257022,0.0005778346520129839,-0.009950530614227193,0.0005434816522949535,1.0
-0.0010230898697702884,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,-0.0009862237949338493,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,0.0016495955285105168,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,-0.007231556638489067,0.0004177260125979411,-0.013995303086648009,-0.0012126690292203325,1.0
-0.01770341284536414,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,-0.0010230898697702884,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,-0.0009862237949338493,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,0.0016495955285105168,-0.003525307078425361,-0.01551968596895001,-0.006600582576144911,1.0
-0.012978473627422105,0.012139892326114777,-0.00998717930578383,-0.014004415528587354,-0.01770341284536414,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,-0.0010230898697702884,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,-0.0009862237949338493,0.00011147805743815999,-0.016473452371118802,-0.01504191335453868,1.0
-0.0001163932731085282,0.01694231101976702,-0.0057339204387241004,-0.010638427511115569,-0.012978473627422105,0.012139892326114777,-0.00998717930578383,-0.014004415528587354,-0.01770341284536414,0.005983927106982045,-0.013425449443203223,-0.020131817808220955,-0.0010230898697702884,-9.247161651819272e-05,-0.014859919686626201,-0.017827042497946664,1.0
