YT_1,Y_1_star,P_1_star,RR_1_star,YT_2,Y_2_star,P_2_star,RR_2_star,YT_3,Y_3_star,P_3_star,RR_3_star,YT_4,Y_4_star,P_4_star,RR_4_star,cons
0.0917094762024373,-0.01673695740599382,-0.01066252287975038,0.0034761322073668527,0.08374523143747048,-0.014623657182502555,-0.010752494159556527,0.004869690616279211,0.12229016066855003,-0.016014968576356443,-0.010205284474257633,0.006285933562218515,0.13760025764133665,-0.015458123202650036,-0.010207241501323955,0.005292290490247721,1.0
0.019305964019856958,-0.017778405108742384,-0.010433891060082575,-0.0008364231853804472,0.0917094762024373,-0.01673695740599382,-0.01066252287975038,0.0034761322073668527,0.08374523143747048,-0.014623657182502555,-0.010752494159556527,0.004869690616279211,0.12229016066855003,-0.016014968576356443,-0.010205284474257633,0.006285933562218515,1.0
-0.01826724275506919,-0.015600880421088377,-0.01000618042438181,0.001794818840055236,0.019305964019856958,-0.017778405108742384,-0.010433891060082575,-0.0008364231853804472,0.0917094762024373,-0.01673695740599382,-0.01066252287975038,0.0034761322073668527,0.08374523143747048,-0.014623657182502555,-0.010752494159556527,0.004869690616279211,1.0
-0.12283058920570866,-0.013694432379808363,-0.010420491820857556,-0.0004860442326120522,-0.01826724275506919,-0.015600880421088377,-0.01000618042438181,0.001794818840055236,0.019305964019856958,-0.017778405108742384,-0.010433891060082575,-0.0008364231853804472,0.0917094762024373,-0.01673695740599382,-0.01066252287975038,0.0034761322073668527,1.0
-0.07803821063289895,-0.010851421955981141,-0.008675888101810717,-0.0014308936219818093,-0.12283058920570866,-0.013694432379808363,-0.010420491820857556,-0.0004860442326120522,-0.01826724275506919,-0.015600880421088377,-0.01000618042438181,0.001794818840055236,0.019305964019856958,-0.017778405108742384,-0.010433891060082575,-0.0008364231853804472,1.0
-0.09861282241606162,-0.00877164492606732,-0.010667406265225313,0.0024011900214431204,-0.07803821063289895,-0.010851421955981141,-0.008675888101810717,-0.0014308936219818093,-0.12283058920570866,-0.013694432379808363,-0.010420491820857556,-0.0004860442326120522,-0.01826724275506919,-0.015600880421088377,-0.01000618042438181,0.001794818840055236,1.0
-0.05029289526266112,-0.0031498485106636878,-0.013375454712624938,0.0016057967457889014,-0.09861282241606162,-0.00877164492606732,-0.010667406265225313,0.0024011900214431204,-0.07803821063289895,-0.010851421955981141,-0.008675888101810717,-0.0014308936219818093,-0.12283058920570866,-0.013694432379808363,-0.010420491820857556,-0.0004860442326120522,1.0
0.003781383114004555,-0.0010525290277498493,-0.011059989338264027,0.004585235077642378,-0.05029289526266112,-0.0031498485106636878,-0.013375454712624938,0.0016057967457889014,-0.09861282241606162,-0.00877164492606732,-0.010667406265225313,0.0024011900214431204,-0.07803821063289895,-0.010851421955981141,-0.008675888101810717,-0.0014308936219818093,1.0
-0.08882437330762372,0.0020275161989104984,-0.011074168038408251,0.008216596010575849,0.003781383114004555,-0.0010525290277498493,-0.011059989338264027,0.004585235077642378,-0.05029289526266112,-0.0031498485106636878,-0.013375454712624938,0.0016057967457889014,-0.09861282241606162,-0.00877164492606732,-0.010667406265225313,0.0024011900214431204,1.0
-0.023325686211714824,0.0024626205204428763,-0.01286566980473731,0.0066532102129263585,-0.08882437330762372,0.0020275161989104984,-0.011074168038408251,0.008216596010575849,0.003781383114004555,-0.0010525290277498493,-0.011059989338264027,0.004585235077642378,-0.05029289526266112,-0.0031498485106636878,-0.013375454712624938,0.0016057967457889014,1.0
