YT_1,Y_1_star,P_1_star,RR_1_star,YT_2,Y_2_star,P_2_star,RR_2_star,YT_3,Y_3_star,P_3_star,RR_3_star,YT_4,Y_4_star,P_4_star,RR_4_star,cons
0.014156478525013227,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,-0.016953335338090625,-0.010501589147560879,-0.009095315565252378,0.002937863166240172,-0.039395424910731336,-0.01001182988997832,-0.007971982890376431,0.003972106825715754,-0.02838345199255521,-0.010122947351746459,-0.00652227997616898,0.0009460737251168139,1.0
0.004003657512123837,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,0.014156478525013227,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,-0.016953335338090625,-0.010501589147560879,-0.009095315565252378,0.002937863166240172,-0.039395424910731336,-0.01001182988997832,-0.007971982890376431,0.003972106825715754,1.0
0.01831524570537546,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,0.004003657512123837,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,0.014156478525013227,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,-0.016953335338090625,-0.010501589147560879,-0.009095315565252378,0.002937863166240172,1.0
0.02403890355198257,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,0.01831524570537546,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,0.004003657512123837,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,0.014156478525013227,-0.012740162218960748,-0.008883917898077864,0.002137174467933907,1.0
0.018306973411210237,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,0.02403890355198257,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,0.01831524570537546,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,0.004003657512123837,-0.013925063237726402,-0.010219705667458664,-0.001088250181974616,1.0
0.02657944436099413,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,0.018306973411210237,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,0.02403890355198257,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,0.01831524570537546,-0.013365680241817269,-0.009773476358744888,-0.0004313651660179533,1.0
0.03064134577730826,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,0.02657944436099413,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,0.018306973411210237,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,0.02403890355198257,-0.012829773685626537,-0.010572208892441438,-0.0036614479251113304,1.0
0.016053353646801938,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635,0.03064134577730826,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,0.02657944436099413,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,0.018306973411210237,-0.012657442045848519,-0.010234898690934349,-0.005018632529562257,1.0
0.013163119083442254,-0.001305072715110459,-0.012460348809301547,0.0035991820465477416,0.016053353646801938,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635,0.03064134577730826,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,0.02657944436099413,-0.010952867061537884,-0.013112372925968698,-0.0031693009282744854,1.0
0.02427413244890886,0.00021958909222370295,-0.0146927273542483,0.001304477735964202,0.013163119083442254,-0.001305072715110459,-0.012460348809301547,0.0035991820465477416,0.016053353646801938,-0.004707093676508962,-0.013260006589178282,-0.0007946351446086635,0.03064134577730826,-0.0065197737876179,-0.01721107568116888,-0.005051976494825151,1.0
