P_1,Y_1_star,P_1_star,RR_1_star,P_2,Y_2_star,P_2_star,RR_2_star,P_3,Y_3_star,P_3_star,RR_3_star,P_4,Y_4_star,P_4_star,RR_4_star,cons
-0.11799737734636769,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.126442391340654,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,-0.13347478378452393,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,-0.1338884129714078,-0.012779125896134218,-0.010066457643382673,0.002288801854654431,1.0
-0.11839592510153515,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.11799737734636769,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.126442391340654,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,-0.13347478378452393,-0.013442110305153214,-0.009806663472952245,0.002400071872593459,1.0
-0.10791275160060068,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.11839592510153515,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.11799737734636769,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,-0.126442391340654,-0.01192820720827055,-0.01089000998777667,0.00037249703440331907,1.0
-0.10455330592395641,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,-0.10791275160060068,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.11839592510153515,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,-0.11799737734636769,-0.013680561142976303,-0.011108023673500353,-0.0028735052301676984,1.0
-0.10492504792574181,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.10455330592395641,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,-0.10791275160060068,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,-0.11839592510153515,-0.015144275838723846,-0.011956719301052016,-0.007064372407158362,1.0
-0.10523654522974034,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,-0.10492504792574181,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.10455330592395641,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,-0.10791275160060068,-0.012422055031595824,-0.011419219189355873,-0.005976593197663279,1.0
-0.10185933983673559,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.10523654522974034,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,-0.10492504792574181,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,-0.10455330592395641,-0.009878952110826341,-0.01125710892629976,-0.008307281052725704,1.0
-0.10052830849030253,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,-0.10185933983673559,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.10523654522974034,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,-0.10492504792574181,-0.009573091905472645,-0.009148657327959988,-0.007710135412642223,1.0
-0.09510896221488148,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.10052830849030253,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,-0.10185933983673559,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,-0.10523654522974034,-0.00663684060407539,-0.009564276445292152,-0.004341082878382593,1.0
-0.08901920654057019,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,-0.09510896221488148,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.10052830849030253,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,-0.10185933983673559,-0.0003469986753712495,-0.011679398018978888,-0.004345740970193308,1.0
-0.08674640201075652,0.003647708666261583,-0.01214751604920773,0.002482500212010236,-0.08901920654057019,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,-0.09510896221488148,0.003176635345482489,-0.009639178601860676,0.004710440250215022,-0.10052830849030253,0.00032576929073986437,-0.009040546900229235,0.0007068557116474013,1.0
-0.09301969678943159,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,-0.08674640201075652,0.003647708666261583,-0.01214751604920773,0.002482500212010236,-0.08901920654057019,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,-0.09510896221488148,0.003176635345482489,-0.009639178601860676,0.004710440250215022,1.0
-0.09036337988595713,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,-0.09301969678943159,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,-0.08674640201075652,0.003647708666261583,-0.01214751604920773,0.002482500212010236,-0.08901920654057019,0.005153275358667099,-0.012798045993311967,0.0032336170651593352,1.0
-0.08510789032296584,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,-0.09036337988595713,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,-0.09301969678943159,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,-0.08674640201075652,0.003647708666261583,-0.01214751604920773,0.002482500212010236,1.0
-0.07409775452818809,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.08510789032296584,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,-0.09036337988595713,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,-0.09301969678943159,0.004037195583066155,-0.01499039713751206,0.0031838122185834723,1.0
-0.05187718669611944,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,-0.07409775452818809,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.08510789032296584,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,-0.09036337988595713,0.004214326430000775,-0.015415124794806789,-0.0006561337841389092,1.0
-0.03715050556030674,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,-0.05187718669611944,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,-0.07409775452818809,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,-0.08510789032296584,0.006601882659920134,-0.015070401519317309,-0.008395974095898014,1.0
-0.029421004838881486,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,-0.03715050556030674,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,-0.05187718669611944,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,-0.07409775452818809,0.005746242761023148,-0.012475085578605561,-0.010943202051850284,1.0
-0.026717831667718066,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,-0.029421004838881486,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,-0.03715050556030674,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,-0.05187718669611944,0.012341170436113174,-0.010863324173158287,-0.011947963134914735,1.0
-0.03381667943846807,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,-0.026717831667718066,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,-0.029421004838881486,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,-0.03715050556030674,0.018848460404870856,-0.008416283959387398,-0.0062771892401118174,1.0
-0.035138469728084105,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,-0.03381667943846807,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,-0.026717831667718066,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,-0.029421004838881486,0.023694077346677254,-0.004791672946846547,-0.004778241406613813,1.0
-0.037697801194995814,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,-0.035138469728084105,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,-0.03381667943846807,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,-0.026717831667718066,0.027060587470672918,-0.004950277970070778,-0.0034689429201693045,1.0
-0.016887856572181573,0.02065346405824766,0.004609709686599402,0.0074098871556175176,-0.037697801194995814,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,-0.035138469728084105,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,-0.03381667943846807,0.025232098754173725,-0.0018586677849640576,0.004841846644780448,1.0
0.00827446799415478,0.016294772534919302,0.0005488351813372425,0.002974271025511249,-0.016887856572181573,0.02065346405824766,0.004609709686599402,0.0074098871556175176,-0.037697801194995814,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,-0.035138469728084105,0.02361492030908365,-0.0007019634174672671,0.011659222734436432,1.0
0.015070968204242169,0.01314632608147234,-0.004069555043462289,-0.009255175216103773,0.00827446799415478,0.016294772534919302,0.0005488351813372425,0.002974271025511249,-0.016887856572181573,0.02065346405824766,0.004609709686599402,0.0074098871556175176,-0.037697801194995814,0.023969865459905447,-0.0006862427328424952,0.00726437711564642,1.0
0.025924787047686443,0.010223717074019045,-0.003794885216796686,-0.012672105994040624,0.015070968204242169,0.01314632608147234,-0.004069555043462289,-0.009255175216103773,0.00827446799415478,0.016294772534919302,0.0005488351813372425,0.002974271025511249,-0.016887856572181573,0.02065346405824766,0.004609709686599402,0.0074098871556175176,1.0
-0.0015755001113172268,0.011775267353287126,-0.006926086424226803,-0.00484965920244066,0.025924787047686443,0.010223717074019045,-0.003794885216796686,-0.012672105994040624,0.015070968204242169,0.01314632608147234,-0.004069555043462289,-0.009255175216103773,0.00827446799415478,0.016294772534919302,0.0005488351813372425,0.002974271025511249,1.0
-0.02538312337408956,0.00994950290265624,-0.005411735112821983,-0.004449897769941181,-0.0015755001113172268,0.011775267353287126,-0.006926086424226803,-0.00484965920244066,0.025924787047686443,0.010223717074019045,-0.003794885216796686,-0.012672105994040624,0.015070968204242169,0.01314632608147234,-0.004069555043462289,-0.009255175216103773,1.0
-0.03306121283179019,0.007509975385307515,-0.0007722973293806379,-0.004206428974676909,-0.02538312337408956,0.00994950290265624,-0.005411735112821983,-0.004449897769941181,-0.0015755001113172268,0.011775267353287126,-0.006926086424226803,-0.00484965920244066,0.025924787047686443,0.010223717074019045,-0.003794885216796686,-0.012672105994040624,1.0
-0.03795901407330265,0.002828512723742168,0.0029832356927785133,-0.003149540818105809,-0.03306121283179019,0.007509975385307515,-0.0007722973293806379,-0.004206428974676909,-0.02538312337408956,0.00994950290265624,-0.005411735112821983,-0.004449897769941181,-0.0015755001113172268,0.011775267353287126,-0.006926086424226803,-0.00484965920244066,1.0
-0.03180666991560667,0.0009563358462084691,-0.0025390266501699337,-0.012321850615665724,-0.03795901407330265,0.002828512723742168,0.0029832356927785133,-0.003149540818105809,-0.03306121283179019,0.007509975385307515,-0.0007722973293806379,-0.004206428974676909,-0.02538312337408956,0.00994950290265624,-0.005411735112821983,-0.004449897769941181,1.0
-0.030862897929061966,0.005731698917960547,-0.0023912337108231985,-0.01420852932930376,-0.03180666991560667,0.0009563358462084691,-0.0025390266501699337,-0.012321850615665724,-0.03795901407330265,0.002828512723742168,0.0029832356927785133,-0.003149540818105809,-0.03306121283179019,0.007509975385307515,-0.0007722973293806379,-0.004206428974676909,1.0
-0.023060030124906428,0.009008910374800344,-0.00358372391182895,-0.015362199818849332,-0.030862897929061966,0.005731698917960547,-0.0023912337108231985,-0.01420852932930376,-0.03180666991560667,0.0009563358462084691,-0.0025390266501699337,-0.012321850615665724,-0.03795901407330265,0.002828512723742168,0.0029832356927785133,-0.003149540818105809,1.0
-0.024287145217743958,0.011455179839624458,-0.006678250464087654,-0.013857641723118904,-0.023060030124906428,0.009008910374800344,-0.00358372391182895,-0.015362199818849332,-0.030862897929061966,0.005731698917960547,-0.0023912337108231985,-0.01420852932930376,-0.03180666991560667,0.0009563358462084691,-0.0025390266501699337,-0.012321850615665724,1.0
-0.01207345833651581,0.012434035194309634,0.0008655635089038012,-0.01233855701568941,-0.024287145217743958,0.011455179839624458,-0.006678250464087654,-0.013857641723118904,-0.023060030124906428,0.009008910374800344,-0.00358372391182895,-0.015362199818849332,-0.030862897929061966,0.005731698917960547,-0.0023912337108231985,-0.01420852932930376,1.0
-0.005761335129345409,0.011016190505817485,0.0012839131810236817,-0.014797867856839987,-0.01207345833651581,0.012434035194309634,0.0008655635089038012,-0.01233855701568941,-0.024287145217743958,0.011455179839624458,-0.006678250464087654,-0.013857641723118904,-0.023060030124906428,0.009008910374800344,-0.00358372391182895,-0.015362199818849332,1.0
-0.0017474640287956783,0.011527843885385261,0.0043609932105897154,-0.012276763071171358,-0.005761335129345409,0.011016190505817485,0.0012839131810236817,-0.014797867856839987,-0.01207345833651581,0.012434035194309634,0.0008655635089038012,-0.01233855701568941,-0.024287145217743958,0.011455179839624458,-0.006678250464087654,-0.013857641723118904,1.0
0.006382877809919758,0.012679338666420095,0.0025700682040244206,-0.010468206824211993,-0.0017474640287956783,0.011527843885385261,0.0043609932105897154,-0.012276763071171358,-0.005761335129345409,0.011016190505817485,0.0012839131810236817,-0.014797867856839987,-0.01207345833651581,0.012434035194309634,0.0008655635089038012,-0.01233855701568941,1.0
-0.002040770408473294,0.015169529586953065,0.0025228607114201464,-0.011192084328865067,0.006382877809919758,0.012679338666420095,0.0025700682040244206,-0.010468206824211993,-0.0017474640287956783,0.011527843885385261,0.0043609932105897154,-0.012276763071171358,-0.005761335129345409,0.011016190505817485,0.0012839131810236817,-0.014797867856839987,1.0
0.005787099841948841,0.018764904579278083,0.007369534035934221,-0.007094234151677809,-0.002040770408473294,0.015169529586953065,0.0025228607114201464,-0.011192084328865067,0.006382877809919758,0.012679338666420095,0.0025700682040244206,-0.010468206824211993,-0.0017474640287956783,0.011527843885385261,0.0043609932105897154,-0.012276763071171358,1.0
0.011618061697486547,0.021257397806000077,0.006876898837537162,4.104758683818362e-05,0.005787099841948841,0.018764904579278083,0.007369534035934221,-0.007094234151677809,-0.002040770408473294,0.015169529586953065,0.0025228607114201464,-0.011192084328865067,0.006382877809919758,0.012679338666420095,0.0025700682040244206,-0.010468206824211993,1.0
0.013282715192719258,0.026315688518146703,0.00789927144458586,0.0012925200547265724,0.011618061697486547,0.021257397806000077,0.006876898837537162,4.104758683818362e-05,0.005787099841948841,0.018764904579278083,0.007369534035934221,-0.007094234151677809,-0.002040770408473294,0.015169529586953065,0.0025228607114201464,-0.011192084328865067,1.0
0.042279698454370435,0.03056220989096122,0.010655490565646577,0.004550581739689564,0.013282715192719258,0.026315688518146703,0.00789927144458586,0.0012925200547265724,0.011618061697486547,0.021257397806000077,0.006876898837537162,4.104758683818362e-05,0.005787099841948841,0.018764904579278083,0.007369534035934221,-0.007094234151677809,1.0
0.055459814406239774,0.03048670959958413,0.00832865360283327,0.009868033467685888,0.042279698454370435,0.03056220989096122,0.010655490565646577,0.004550581739689564,0.013282715192719258,0.026315688518146703,0.00789927144458586,0.0012925200547265724,0.011618061697486547,0.021257397806000077,0.006876898837537162,4.104758683818362e-05,1.0
0.04674494908404467,0.035528291850641686,0.004302523778810798,0.003534446605985399,0.055459814406239774,0.03048670959958413,0.00832865360283327,0.009868033467685888,0.042279698454370435,0.03056220989096122,0.010655490565646577,0.004550581739689564,0.013282715192719258,0.026315688518146703,0.00789927144458586,0.0012925200547265724,1.0
